  30 
2368 ,  57 .  87 
2370 ,  59 .  61 
2369 ,  59 .  90 
2369 ,  59 .   3 
2369 ,  60 .   4 
2369 ,  60 .  19 
2368 ,  57 .  72 
2369 ,  59 .  46 
2370 ,  59 .  46 
2368 ,  58 .  74 
2368 ,  58 .  16 
2368 ,  58 .  30 
2369 ,  59 .  75 
2369 ,  59 .  61 
2370 ,  59 .  75 
2369 ,  56 .  71 
2370 ,  58 .  30 
2370 ,  59 .   3 
2369 ,  59 .   3 
2370 ,  59 .  61 
2369 ,  59 .  90 
2369 ,  58 .  88 
2369 ,  58 .   1 
2370 ,  59 .  46 
2369 ,  58 .  30 
2368 ,  59 .  46 
2370 ,  58 .  88 
2370 ,  59 .  90 
2371 ,  57 .  72 
2368 ,  59 .  46 
2370 ,  58 .  45 
2369 ,  59 .   3 
2370 ,  59 .  46 
2370 ,  59 .  61 
2368 ,  57 .  87 
2369 ,  58 .  88 
2369 ,  59 .   3 
2370 ,  60 .  19 
2368 ,  58 .  30 
2369 ,  59 .   3 
2370 ,  59 .  75 
2368 ,  57 .  87 
2371 ,  59 .   3 
2370 ,  60 .  77 
2368 ,  59 .   3 
2370 ,  59 .  61 
2371 ,  58 .  59 
2373 ,  58 .  74 
2372 ,  60 .   4 
2365 ,  57 .  29 
2366 ,  58 .  45 
2371 ,  58 .  88 
2372 ,  57 .  87 
2375 ,  58 .  74 
2374 ,  57 .  58 
2371 ,  57 .  72 
2368 ,  58 .  30 
2368 ,  58 .  16 
2374 ,  59 .   3 
2372 ,  57 .  87 
2371 ,  57 .  87 
2370 ,  57 .  72 
2369 ,  57 .  14 
2368 ,  59 .   3 
2368 ,  59 .   3 
2370 ,  57 .  58 
2370 ,  58 .  45 
2367 ,  58 .  59 
2364 ,  57 .  87 
2370 ,  58 .  30 
2370 ,  58 .  74 
2368 ,  58 .  30 
2368 ,  58 .  30 
2369 ,  58 .  30 
2367 ,  58 .  59 
2370 ,  59 .   3 
2368 ,  58 .  88 
2369 ,  57 .  72 
2370 ,  59 .   3 
2366 ,  57 .  87 
2369 ,  58 .  45 
2370 ,  58 .  30 
2369 ,  57 .  87 
2369 ,  58 .  16 
2370 ,  58 .  88 
2369 ,  57 .  87 
2368 ,  57 .  29 
2366 ,  58 .  16 
2370 ,  58 .  88 
2369 ,  58 .  30 
2369 ,  57 .  72 
2370 ,  59 .  61 
2365 ,  56 .  71 
2370 ,  57 .  87 
2370 ,  58 .  74 
2369 ,  57 .  87 
2369 ,  58 .  30 
2367 ,  59 .   3 
2366 ,  58 .  88 
2366 ,  58 .  30 
2370 ,  59 .  46 
2366 ,  59 .   3 
2367 ,  57 .  58 
2368 ,  58 .  30 
2368 ,  58 .  16 
2367 ,  58 .  88 
2370 ,  58 .  88 
2368 ,  58 .  30 
2366 ,  58 .  74 
2368 ,  58 .   1 
2366 ,  58 .  88 
2367 ,  59 .   3 
2370 ,  59 .   3 
2368 ,  58 .  30 
2368 ,  58 .  74 
2367 ,  57 .  58 
2367 ,  57 .  29 
2368 ,  57 .  72 
2369 ,  58 .  45 
2370 ,  58 .  30 
2367 ,  57 .  87 
2369 ,  56 .  71 
2368 ,  58 .  45 
2367 ,  57 .  72 
2366 ,  57 .  87 
2370 ,  57 .  72 
2368 ,  58 .  30 
2365 ,  59 .   3 
2368 ,  58 .  88 
2369 ,  60 .  19 
2368 ,  57 .  87 
2368 ,  58 .  30 
2367 ,  58 .  74 
2368 ,  58 .  88 
2368 ,  59 .   3 
2370 ,  58 .  30 
2368 ,  58 .  45 
2369 ,  58 .  45 
2370 ,  58 .  30 
2368 ,  57 .  58 
2366 ,  58 .  45 
2369 ,  58 .  45 
2369 ,  58 .  16 
2370 ,  58 .  59 
2368 ,  58 .  16 
2369 ,  60 .   4 
2367 ,  58 .  45 
2367 ,  58 .  30 
2370 ,  58 .  74 
2369 ,  57 .  87 
2369 ,  56 .  71 
2368 ,  58 .  45 
2368 ,  57 .  87 
2368 ,  57 .  58 
2371 ,  58 .  30 
2369 ,  58 .  88 
2368 ,  58 .  30 
2374 ,  58 .  30 
2369 ,  58 .  30 
2368 ,  59 .   3 
2370 ,  58 .  88 
2369 ,  58 .  59 
2369 ,  58 .  88 
2370 ,  58 .  45 
2368 ,  58 .  30 
2369 ,  58 .  45 
2370 ,  59 .   3 
2369 ,  57 .  87 
2369 ,  57 .  29 
2370 ,  58 .   1 
2371 ,  58 .  30 
2369 ,  57 .  72 
2370 ,  58 .  30 
2370 ,  58 .  30 
2370 ,  58 .  16 
2370 ,  56 .  71 
2368 ,  58 .  45 
2371 ,  58 .  88 
2372 ,  58 .  74 
2371 ,  57 .  72 
2369 ,  58 .  30 
2370 ,  58 .  88 
2372 ,  57 .  87 
2372 ,  58 .  30 
2370 ,  58 .  30 
2371 ,  58 .  88 
2371 ,  57 .  58 
2370 ,  58 .  88 
2370 ,  59 .   3 
2369 ,  57 .  29 
2369 ,  58 .   1 
2370 ,  58 .  45 
2368 ,  56 .  71 
2370 ,  58 .  45 
2370 ,  58 .  74 
2368 ,  57 .  87 
2368 ,  55 .  40 
2371 ,  58 .  45 
2368 ,  57 .  29 
2369 ,  58 .  45 
2370 ,  58 .  45 
2369 ,  57 .  72 
2368 ,  57 .  14 
2371 ,  59 .   3 
2368 ,  58 .  45 
2370 ,  58 .  30 
2369 ,  58 .  30 
2368 ,  58 .  16 
2370 ,  59 .   3 
2372 ,  56 .  13 
2370 ,  58 .  88 
2372 ,  58 .  74 
2368 ,  57 .  72 
2371 ,  58 .   1 
2370 ,  58 .  30 
2369 ,  58 .  16 
2369 ,  57 .  72 
2371 ,  57 .  87 
2369 ,  58 .  30 
2370 ,  58 .  59 
2368 ,  58 .  88 
2369 ,  59 .   3 
2369 ,  57 .  87 
2371 ,  59 .   3 
2368 ,  58 .  16 
2368 ,  58 .  59 
2374 ,  58 .  30 
2368 ,  57 .  14 
2370 ,  57 .  14 
2370 ,  57 .  87 
2369 ,  57 .  87 
2368 ,  58 .  45 
2370 ,  58 .  88 
2370 ,  58 .  30 
2371 ,  58 .  16 
2370 ,  59 .   3 
2369 ,  57 .  72 
2372 ,  56 .  71 
2371 ,  59 .   3 
2371 ,  58 .  74 
2370 ,  59 .   3 
2369 ,  57 .  72 
