light,temp
968,56.42
967,57.29
959,56.71
962,56.56
967,56.56
968,56.56
958,57.14
962,56.27
966,56.13
965,56.13
960,54.39
960,56.13
968,57.14
968,57.72
960,56.56
963,56.13
967,56.71
965,56.71
960,56.56
965,56.71
972,57.14
965,56.71
960,56.71
961,55.98
965,56.56
964,57.58
960,57.29
963,56.71
970,57.14
965,57.14
957,56.13
961,57.87
966,55.98
964,57.29
959,56.56
961,54.39
969,56.13
966,57.29
962,57.14
962,57.14
968,56.71
965,56.56
959,55.55
961,56.42
968,55.98
964,57.72
959,57.29
962,55.55
968,56.71
964,57.0
961,55.84
961,57.29
968,56.71
966,56.27
957,56.27
966,56.13
970,57.43
963,56.71
961,56.42
960,56.13
968,57.14
968,58.16
963,55.55
961,56.13
967,56.56
964,57.29
960,55.84
964,56.71
968,56.13
964,56.71
959,55.55
963,55.84
968,56.71
964,57.43
960,57.29
961,55.55
967,56.71
962,56.13
958,56.56
966,56.27
969,56.71
963,55.98
958,56.71
965,55.84
969,56.71
964,56.13
959,57.29
964,56.56
968,57.29
966,57.29
962,57.29
964,57.29
968,57.29
962,56.71
959,57.29
962,57.58
969,56.71
965,56.27
960,56.56
964,55.98
965,56.42
964,57.29
960,56.71
963,56.71
965,56.13
966,55.40
957,55.55
964,56.56
968,56.56
966,55.55
962,57.14
962,53.22
965,56.71
964,56.42
962,56.13
962,57.14
970,57.29
964,55.55
958,56.56
964,58.16
967,55.26
966,57.14
963,56.56
964,56.71
967,56.71
965,57.29
961,56.27
962,56.13
968,55.55
966,57.87
962,57.0
966,55.98
970,56.56
966,57.14
960,56.13
962,56.71
967,56.13
965,56.56
960,57.29
962,56.71
968,58.74
963,57.87
958,57.87
962,56.71
968,57.14
960,56.71
961,55.55
964,55.55
968,57.29
962,57.43
959,56.71
960,56.13
963,55.55
962,57.72
946,56.27
917,55.11
912,56.71
894,56.13
885,55.40
889,56.13
890,57.14
883,55.55
880,56.13
888,56.71
922,57.14
934,56.56
938,57.43
946,56.27
953,56.27
950,56.42
954,57.29
958,56.71
962,57.43
959,58.16
954,56.27
956,56.13
964,56.71
958,57.14
955,56.13
963,55.55
968,56.13
962,54.97
957,56.13
962,56.71
963,56.71
961,57.29
961,56.13
965,56.42
968,57.14
963,57.58
957,57.29
961,55.26
967,56.71
960,56.71
958,56.56
963,56.56
966,56.56
961,56.13
958,57.43
965,55.84
968,57.29
966,56.71
957,56.71
963,55.84
967,57.87
963,56.42
958,56.13
961,56.71
966,56.71
962,56.71
959,56.71
962,56.71
969,56.42
962,55.98
958,56.71
964,56.56
968,57.14
961,57.14
958,55.84
965,55.98
967,56.13
960,56.71
957,55.55
964,56.13
970,57.14
961,56.13
957,54.82
965,55.84
969,57.72
960,56.13
956,56.13
964,56.13
970,56.71
961,56.13
961,56.71
965,55.98
967,56.42
962,56.71
962,56.13
964,56.13
969,56.13
961,56.13
961,56.71
964,56.71
967,57.29
962,55.55
957,55.40
964,56.56
965,56.13
960,57.72
958,56.56
964,56.71
966,55.55
962,57.29
957,56.71
961,56.71
968,58.1
963,55.98
958,55.55
963,57.14
967,56.56
960,56.71
958,56.71
964,56.71
968,56.13
962,57.29
962,57.87
962,57.29
968,57.29
962,58.30
958,55.84
966,57.0
968,57.14
961,56.13
957,56.13
965,56.13
966,56.13
963,58.30
957,56.27
963,55.55
965,56.56
959,57.29
957,56.56
964,56.13
969,57.29
960,56.71
958,56.85
966,57.0
968,57.0
963,58.88
962,56.71
964,56.13
966,56.56
961,56.71
957,56.56
964,56.56
965,55.98
960,57.29
960,56.13
968,58.30
970,56.56
962,59.17
960,55.40
962,56.42
965,56.42
963,56.71
958,56.13
965,56.56
966,55.98
959,56.13
959,55.40
965,54.97
967,55.55
962,56.71
960,56.71
968,55.26
967,56.13
961,58.30
958,56.13
968,57.14
967,56.56
960,55.55
960,56.13
964,56.42
968,57.87
958,55.98
961,56.13
968,57.14
966,56.71
960,56.42
957,55.55
968,57.29
968,56.71
959,56.42
960,56.42
961,54.39
965,56.71
960,57.14
960,55.98
966,54.97
966,57.14
962,57.58
960,56.13
965,56.71
964,57.29
961,56.13
958,56.13
966,57.0
968,57.29
962,56.56
962,56.27
964,56.27
965,56.56
960,56.56
960,54.97
966,56.13
967,55.84
960,56.13
957,55.26
968,56.13
968,55.98
963,57.72
960,56.13
964,55.55
965,58.45
960,55.40
960,56.71
965,56.13
966,58.45
961,56.13
958,58.1
966,56.13
968,57.14
960,56.27
958,56.42
964,57.29
965,55.98
961,56.13
963,56.71
968,56.56
966,56.71
958,56.27
959,56.42
964,56.13
966,57.29
960,56.56
962,57.29
968,56.13
964,57.29
958,56.71
959,56.42
964,55.26
965,55.98
957,56.42
960,56.71
968,57.58
966,56.13
958,55.26
960,55.55
964,55.55
966,57.29
962,56.71
961,56.42
964,56.27
967,56.56
959,56.13
962,55.55
966,56.56
968,56.71
960,57.58
960,57.0
965,55.55
966,56.27
963,56.13
962,56.71
966,55.55
968,56.13
959,56.13
962,56.13
966,56.71
969,56.71
960,56.42
957,56.13
968,57.29
966,56.13
958,57.14
961,56.56
966,55.98
967,56.13
959,56.71
960,55.55
967,56.71
968,57.14
959,56.27
963,57.87
967,56.71
967,55.55
959,56.13
962,56.71
967,56.56
965,57.29
960,55.84
962,56.71
967,57.58
965,56.42
960,56.13
960,55.98
966,57.14
968,56.85
960,56.71
961,56.13
967,56.13
967,54.97
961,56.71
961,56.71
968,56.71
964,56.13
959,56.71
961,55.55
968,56.56
962,55.55
960,56.27
960,56.13
965,56.42
966,57.29
960,56.42
962,56.13
968,56.71
967,55.98
956,56.13
962,57.29
967,55.26
964,56.56
961,56.27
964,56.71
966,56.56
970,56.56
962,56.71
962,56.56
967,54.39
966,56.71
958,56.13
961,55.26
966,56.13
968,57.14
960,56.56
961,55.84
968,60.62
966,56.56
960,56.13
961,56.13
969,57.72
966,56.56
962,54.39
963,57.14
968,57.29
968,57.29
962,56.71
961,55.55
966,57.29
965,56.71
961,56.13
965,56.13
968,57.29
964,56.71
962,56.71
961,55.84
968,55.55
968,56.71
957,55.40
963,55.98
967,57.72
965,56.71
962,56.71
962,56.42
967,55.55
963,57.14
958,56.27
964,55.55
965,56.71
964,56.13
962,56.13
963,57.72
969,56.27
963,56.27
957,56.56
961,55.55
968,55.55
968,57.58
959,56.13
961,56.42
967,55.98
965,55.55
960,55.55
963,56.56
970,56.71
965,55.40
960,56.13
961,57.0
965,56.42
966,56.56
958,56.13
966,56.27
968,56.27
964,56.42
959,56.71
965,57.29
968,55.40
966,57.43
960,56.56
963,55.55
968,55.55
961,55.40
959,56.71
962,56.71
968,55.98
967,57.14
958,56.71
961,55.55
968,56.56
963,56.71
963,56.56
962,56.27
968,55.55
965,56.71
957,56.71
962,56.56
966,56.56
966,56.13
962,56.13
963,56.71
967,56.13
962,56.13
961,56.56
964,56.56
970,56.13
966,56.71
959,55.55
962,56.13
967,56.13
966,56.13
962,56.56
964,56.71
969,56.56
964,57.58
963,56.27
961,55.84
967,55.55
967,56.56
957,56.13
962,55.40
970,56.27
964,56.13
958,56.42
964,55.55
969,56.56
965,58.45
960,57.14
964,56.71
967,55.98
965,56.27
960,56.13
962,56.56
970,56.71
970,57.14
960,55.98
964,56.13
968,56.13
965,55.40
960,57.14
964,57.14
967,56.56
962,56.71
959,56.71
963,54.97
969,56.71
967,56.71
962,56.27
964,56.71
969,56.42
965,55.98
960,56.13
964,56.13
970,56.71
964,56.71
959,54.97
964,55.55
968,56.71
966,57.29
960,56.13
963,57.29
970,56.71
967,56.42
959,56.71
965,55.55
971,56.56
964,57.14
958,56.71
961,56.56
967,56.13
965,55.55
960,56.42
963,57.14
970,57.29
964,57.43
958,55.98
964,56.71
966,56.42
965,55.55
962,56.56
962,56.56
968,57.29
964,56.56
958,56.13
962,57.14
967,56.27
964,56.71
958,56.42
963,56.13
970,56.56
963,57.14
960,56.13
962,56.42
967,56.71
965,57.14
958,56.71
965,55.55
968,57.14
962,55.55
960,56.13
964,56.27
967,56.42
965,56.56
957,56.13
967,55.84
969,56.42
962,56.13
960,56.13
966,56.71
967,55.98
961,56.71
958,55.84
964,56.71
966,55.55
963,55.55
962,56.13
962,56.56
970,56.27
964,57.72
961,55.84
964,55.55
968,56.71
963,55.55
959,56.13
963,56.71
968,55.98
964,56.71
960,55.84
964,56.13
965,56.56
961,56.56
958,54.97
963,55.26
969,56.56
961,56.13
960,56.56
968,55.55
968,57.14
964,56.71
958,56.13
965,55.55
968,56.13
963,57.14
959,55.98
964,55.55
968,56.71
963,56.13
960,56.71
966,56.56
968,56.71
963,56.56
960,57.29
961,55.98
969,56.85
964,56.13
958,55.55
961,56.13
968,56.56
964,56.71
960,56.71
963,56.13
970,55.26
961,54.97
957,55.55
964,55.55
970,56.71
961,56.71
958,56.56
964,55.55
967,55.84
962,56.42
956,56.27
966,56.71
970,57.0
966,56.27
961,56.13
966,56.13
966,56.13
961,56.13
962,56.56
966,56.71
966,56.56
961,55.84
959,56.56
968,56.56
970,56.71
961,56.56
961,55.98
965,55.98
968,56.27
964,56.71
959,56.56
964,56.13
968,56.13
963,56.71
958,55.84
966,55.55
967,56.27
960,56.42
960,56.71
966,56.56
974,56.56
960,57.0
958,56.13
966,56.56
968,56.27
961,56.56
962,55.98
967,55.11
966,56.56
960,55.55
960,56.71
965,55.40
968,56.13
962,56.27
960,56.56
965,55.26
968,56.13
963,56.13
962,56.13
968,56.42
968,55.11
961,57.14
961,56.13
963,55.98
967,56.13
962,55.55
962,56.71
965,56.13
965,55.55
960,55.11
960,56.71
969,55.55
966,56.71
959,56.56
960,55.55
964,55.26
965,56.13
962,56.13
962,56.71
965,55.55
965,56.27
960,55.55
960,56.13
966,56.27
965,55.55
959,55.98
962,54.97
965,55.55
965,57.72
958,56.71
962,56.27
964,55.55
964,54.97
960,56.56
962,55.98
967,57.29
968,56.13
959,55.26
960,56.56
970,56.56
965,56.71
962,56.13
960,55.84
968,57.14
968,56.27
958,55.55
963,56.13
968,56.71
970,57.87
962,56.56
960,56.42
966,56.42
965,55.84
961,55.55
959,55.55
965,55.55
965,56.13
960,57.14
961,56.13
966,55.84
969,55.84
959,56.56
962,53.66
968,57.14
965,54.10
960,56.13
961,59.61
968,55.55
966,56.13
957,56.27
961,55.55
965,55.55
966,54.97
958,56.13
963,56.71
966,56.56
966,56.56
960,56.42
962,56.42
964,55.55
966,56.13
962,57.29
959,56.27
965,56.42
964,56.42
957,56.56
960,56.42
968,56.13
969,56.56
962,56.71
961,56.42
965,55.55
965,56.56
959,56.13
963,56.13
968,56.56
966,55.55
961,56.27
962,55.55
965,55.55
966,55.98
961,56.13
960,56.13
968,55.98
967,57.29
958,56.13
963,56.56
964,56.13
964,55.55
960,56.71
963,57.14
965,56.71
967,56.13
957,56.13
967,55.55
966,56.56
968,55.98
960,56.56
962,56.56
968,56.42
963,56.56
959,56.56
963,55.55
968,55.55
967,56.71
958,56.13
962,56.71
967,55.55
966,55.26
960,56.42
964,55.55
970,57.72
966,55.84
962,57.43
961,55.55
965,55.55
963,56.71
961,56.56
962,55.98
970,55.98
964,54.97
961,56.71
963,56.71
967,55.40
966,55.26
959,56.13
962,56.13
970,56.71
967,55.55
960,56.42
961,55.26
968,55
