 ,  54 .  39 
2284 ,  55 .  55 
2290 ,  56 .  27 
2288 ,  55 .  26 
2288 ,  55 .  40 
2282 ,  55 .  98 
2280 ,  56 .  27 
2282 ,  55 .  98 
2278 ,  55 .  55 
2276 ,  55 .  40 
2272 ,  55 .  98 
2274 ,  56 .  56 
2270 ,  55 .  55 
2267 ,  54 .  97 
2263 ,  55 .  40 
2257 ,  55 .  11 
2251 ,  55 .  55 
2238 ,  56 .  56 
2228 ,  55 .  11 
2217 ,  56 .  42 
2199 ,  54 .  68 
2176 ,  56 .  27 
2154 ,  55 .  55 
2132 ,  55 .  40 
2107 ,  56 .  56 
2076 ,  54 .  39 
2046 ,  54 .  97 
2013 ,  54 .  97 
1975 ,  55 .  55 
1940 ,  55 .  26 
1913 ,  56 .  27 
1893 ,  56 .  71 
1879 ,  56 .  71 
1868 ,  55 .  55 
1867 ,  56 .  13 
1869 ,  53 .  52 
1867 ,  54 .  39 
1858 ,  56 .  71 
1851 ,  55 .  98 
1842 ,  54 .  97 
1829 ,  55 .  55 
1811 ,  55 .  55 
1805 ,  54 .  82 
1805 ,  55 .  55 
1794 ,  55 .  26 
1772 ,  55 .  55 
1748 ,  56 .  27 
1725 ,  55 .  26 
1700 ,  54 .  97 
1679 ,  56 .  13 
1674 ,  56 .  56 
1680 ,  57 .  29 
1679 ,  54 .  97 
1677 ,  55 .  55 
1689 ,  54 .  97 
1704 ,  54 .  39 
1709 ,  55 .  55 
1705 ,  55 .  11 
1707 ,  55 .  84 
1712 ,  55 .  55 
1709 ,  55 .  26 
1701 ,  55 .  84 
1698 ,  54 .  39 
1702 ,  56 .  71 
1694 ,  55 .  40 
1688 ,  55 .  55 
1698 ,  56 .  27 
1714 ,  55 .  98 
1723 ,  54 .  97 
1722 ,  55 .  26 
1729 ,  55 .  55 
1746 ,  54 .  97 
1758 ,  55 .  98 
1773 ,  56 .  71 
1795 ,  55 .  40 
1823 ,  55 .  55 
1833 ,  55 .  98 
1842 ,  55 .  55 
1852 ,  56 .  42 
1866 ,  56 .  71 
1870 ,  56 .  42 
1866 ,  55 .  55 
1867 ,  55 .  55 
1870 ,  56 .  13 
1860 ,  56 .  56 
1848 ,  54 .  82 
1841 ,  54 .  97 
1832 ,  55 .  55 
1823 ,  56 .  13 
1807 ,  54 .  39 
1801 ,  56 .  71 
1794 ,  55 .  40 
1780 ,  56 .  71 
1765 ,  55 .  55 
1757 ,  55 .  40 
1743 ,  55 .  55 
1724 ,  55 .  40 
1710 ,  55 .  55 
1705 ,  56 .  56 
1710 ,  55 .  11 
1708 ,  56 .  13 
1704 ,  54 .  82 
1700 ,  55 .  55 
1696 ,  55 .  98 
1693 ,  55 .  55 
1692 ,  55 .  40 
1703 ,  54 .  39 
1717 ,  55 .  55 
1727 ,  56 .  42 
1731 ,  55 .  40 
1753 ,  55 .  55 
1795 ,  56 .  56 
1839 ,  55 .  40 
1888 ,  55 .  55 
1946 ,  55 .  55 
2011 ,  57 .  58 
2052 ,  55 .  11 
2081 ,  55 .  40 
2124 ,  55 .  55 
2175 ,  56 .  71 
2211 ,  55 .  11 
2233 ,  55 .  11 
2252 ,  55 .  55 
2263 ,  56 .  13 
2261 ,  56 .  13 
2259 ,  55 .  40 
2264 ,  55 .  55 
2274 ,  56 .  71 
2279 ,  56 .  56 
2283 ,  55 .  26 
2286 ,  56 .  13 
2293 ,  56 .  71 
2293 ,  55 .  55 
2296 ,  57 .  14 
2303 ,  54 .  97 
2307 ,  56 .  71 
2302 ,  56 .  42 
2290 ,  53 .  81 
2281 ,  55 .  11 
2274 ,  55 .  55 
2260 ,  55 .  55 
2247 ,  55 .  55 
2238 ,  56 .  56 
2229 ,  56 .  13 
2213 ,  55 .  55 
2202 ,  55 .  11 
2190 ,  55 .  55 
2180 ,  56 .  13 
2172 ,  55 .  55 
2159 ,  55 .  26 
2152 ,  55 .  55 
2137 ,  55 .  55 
2121 ,  56 .  13 
2102 ,  56 .  13 
2088 ,  55 .  11 
2080 ,  55 .  40 
2062 ,  56 .  71 
2044 ,  54 .  97 
2030 ,  55 .  55 
2019 ,  55 .  84 
2003 ,  55 .  55 
1990 ,  55 .  55 
1983 ,  55 .  55 
1980 ,  56 .  13 
1970 ,  55 .  55 
1963 ,  54 .  82 
1965 ,  56 .  13 
1969 ,  55 .  40 
1969 ,  54 .  97 
1969 ,  55 .  11 
1973 ,  55 .  55 
1983 ,  56 .  13 
1984 ,  55 .  55 
1985 ,  55 .  55 
1992 ,  55 .  98 
1999 ,  55 .  98 
2002 ,  55 .  98 
2004 ,  54 .  97 
2010 ,  55 .  84 
2024 ,  56 .  71 
2030 ,  55 .  55 
2034 ,  55 .  11 
2048 ,  54 .  82 
2059 ,  56 .  71 
2065 ,  55 .  55 
2067 ,  56 .  13 
2071 ,  55 .  26 
2075 ,  54 .  97 
2074 ,  55 .  55 
2071 ,  55 .  40 
2072 ,  55 .  55 
2078 ,  56 .  71 
2070 ,  54 .  97 
2063 ,  55 .  55 
2066 ,  57 .  14 
2064 ,  55 .  55 
2060 ,  56 .  13 
2060 ,  55 .  55 
2060 ,  55 .  40 
2063 ,  56 .  27 
2059 ,  55 .  26 
2055 ,  55 .  98 
2056 ,  56 .  56 
2056 ,  55 .  98 
2050 ,  55 .  55 
2048 ,  56 .  13 
2047 ,  55 .  55 
2055 ,  56 .  13 
2045 ,  54 .  39 
2042 ,  55 .  55 
2045 ,  55 .  55 
2050 ,  56 .  13 
2046 ,  54 .  82 
2044 ,  54 .  82 
2050 ,  55 .  55 
2055 ,  54 .  97 
2056 ,  55 .  55 
2052 ,  56 .  71 
2056 ,  55 .  40 
2061 ,  56 .  13 
2055 ,  55 .  55 
2056 ,  55 .  55 
2059 ,  55 .  55 
2064 ,  56 .  56 
2062 ,  55 .  55 
2060 ,  55 .  26 
2064 ,  56 .  71 
2062 ,  56 .  13 
2061 ,  55 .  55 
2062 ,  55 .  55 
2064 ,  55 .  26 
2067 ,  55 .  40 
2065 ,  55 .  55 
2064 ,  55 .  55 
2068 ,  57 .  14 
2066 ,  55 .  55 
2065 ,  56 .  13 
2061 ,  55 .  55 
2065 ,  56 .  13 
2072 ,  57 .  29 
2068 ,  55 .  55 
2067 ,  55 .  55 
2072 ,  56 .  27 
2077 ,  55 .  40 
2081 ,  55 .  98 
2086 ,  55 .  55 
2099 ,  56 .  42 
2115 ,  55 .  55 
2117 ,  55 .  40 
2123 ,  56 .  13 
2130 ,  56 .  56 
2135 ,  55 .  55 
2135 ,  56 .  71 
2134 ,  55 .  26 
2139 ,  54 .  82 
2143 ,  56 .  13 
2144 ,  56 .  27 
2148 ,  55 .  40 
2152 ,  55 .  55 
2156 ,  56 .  71 
2157 ,  54 .  97 
2163 ,  55 .  55 
2170 ,  55 .  55 
2177 ,  55 .  55 
2182 ,  55 .  55 
2181 ,  55 .  40 
2189 ,  55 .  55 
2195 ,  55 .  55 
2196 ,  56 .  56 
2197 ,  55 .  98 
2204 ,  56 .  56 
2212 ,  56 .  71 
2213 ,  55 .  55 
2220 ,  57 .  14 
2232 ,  56 .  13 
2243 ,  55 .  55 
2245 ,  55 .  26 
2252 ,  55 .  98 
2258 ,  56 .  13 
2261 ,  55 .  26 
2259 ,  55 .  26 
2258 ,  55 .  11 
2258 ,  56 .  13 
2255 ,  55 .  55 
2254 ,  55 .  55 
2245 ,  55 .  55 
2246 ,  55 .  40 
2247 ,  56 .  71 
2243 ,  55 .  26 
2242 ,  55 .  40 
2240 ,  54 .  39 
2243 ,  55 .  55 
2242 ,  56 .  27 
2247 ,  54 .  97 
2260 ,  55 .  40 
2268 ,  55 .  98 
2268 ,  55 .  40 
2269 ,  54 .  39 
2274 ,  56 .  13 
2269 ,  55 .  84 
2263 ,  56 .  56 
2253 ,  55 .  55 
2248 ,  55 .  55 
2240 ,  56 .  71 
2221 ,  54 .  39 
2208 ,  55 .  98 
2195 ,  56 .  42 
2180 ,  55 .  55 
2160 ,  55 .  55 
2148 ,  55 .  40 
2139 ,  55 .  40 
2132 ,  55 .  98 
2123 ,  55 .  11 
2119 ,  55 .  40 
2122 ,  55 .  55 
2124 ,  56 .  71 
2125 ,  55 .  55 
2132 ,  55 .  55 
2146 ,  55 .  55 
2163 ,  56 .  71 
2171 ,  55 .  55 
2181 ,  55 .  40 
2194 ,  56 .  13 
2203 ,  52 .  93 
2202 ,  55 .  55 
2206 ,  55 .  98 
2209 ,  56 .  71 
2211 ,  55 .  26 
2206 ,  55 .  55 
2203 ,  55 .  55 
2201 ,  55 .  40 
2202 ,  56 .  13 
2195 ,  56 .  71 
2194 ,  54 .  97 
2195 ,  55 .  84 
2196 ,  56 .  71 
2195 ,  55 .  55 
2196 ,  55 .  98 
2200 ,  56 .  42 
2201 ,  54 .  97 
2196 ,  55 .  40 
2195 ,  56 .  27 
2191 ,  54 .  82 
2187 ,  55 .  55 
2181 ,  55 .  55 
2173 ,  55 .  26 
2171 ,  55 .  40 
2164 ,  55 .  55 
2156 ,  55 .  40 
2148 ,  56 .  42 
2149 ,  55 .  55 
2150 ,  56 .  71 
2149 ,  56 .  71 
2149 ,  55 .  55 
2155 ,  56 .  71 
2160 ,  56 .  13 
2158 ,  55 .  55 
2159 ,  55 .  26 
2162 ,  55 .  55 
2168 ,  56 .  13 
2165 ,  56 .  42 
2164 ,  55 .  55 
2172 ,  55 .  40 
2169 ,  55 .  55 
2168 ,  54 .  10 
2163 ,  55 .  40 
2168 ,  56 .  13 
2172 ,  56 .  56 
2169 ,  56 .  13 
2168 ,  57 .  14 
2173 ,  56 .  27 
2175 ,  55 .  98 
2172 ,  55 .  55 
2172 ,  54 .  97 
2172 ,  55 .  55 
2176 ,  55 .  98 
2172 ,  55 .  98 
2169 ,  55 .  98 
2170 ,  55 .  11 
2165 ,  55 .  26 
2162 ,  56 .  71 
2156 ,  55 .  55 
2157 ,  55 .  55 
2157 ,  55 .  55 
2151 ,  56 .  56 
2152 ,  55 .  40 
2154 ,  55 .  40 
2156 ,  56 .  56 
2155 ,  55 .  55 
2159 ,  55 .  98 
2164 ,  56 .  42 
2168 ,  55 .  55 
2165 ,  54 .  82 
2166 ,  55 .  40 
2174 ,  55 .  55 
2172 ,  55 .  98 
2169 ,  55 .  26 
2170 ,  55 .  55 
2169 ,  55 .  55 
2169 ,  56 .  71 
2166 ,  55 .  98 
2164 ,  53 .  81 
2167 ,  55 .  11 
2167 ,  55 .  55 
2166 ,  55 .  98 
2165 ,  55 .  55 
2169 ,  56 .  56 
2176 ,  55 .  40 
2172 ,  56 .  27 
2171 ,  54 .  82 
2176 ,  56 .  56 
2180 ,  56 .  13 
2175 ,  55 .  55 
2176 ,  54 .  97 
2178 ,  55 .  55 
2176 ,  55 .  40 
2176 ,  56 .  56 
2176 ,  56 .  13 
2180 ,  55 .  55 
2181 ,  55 .  55 
2177 ,  55 .  55 
2177 ,  56 .  56 
2186 ,  56 .  56 
2191 ,  56 .  56 
2186 ,  55 .  26 
2189 ,  55 .  55 
2194 ,  56 .  71 
2196 ,  54 .  97 
2193 ,  54 .  97 
2191 ,  55 .  55 
2193 ,  55 .  40 
2192 ,  55 .  40 
2190 ,  56 .  42 
2191 ,  54 .  10 
2195 ,  55 .  55 
2197 ,  56 .  56 
2190 ,  55 .  55 
2193 ,  54 .  97 
2194 ,  55 .  98 
2194 ,  55 .  26 
2192 ,  55 .  55 
2194 ,  56 .  71 
2197 ,  55 .  55 
2196 ,  56 .  13 
2192 ,  55 .  55 
2190 ,  55 .  26 
2194 ,  56 .  56 
2193 ,  56 .  71 
2189 ,  55 .  55 
2190 ,  55 .  98 
2191 ,  55 .  55 
2192 ,  55 .  55 
2190 ,  56 .  27 
2189 ,  54 .  82 
2191 ,  56 .  13 
2192 ,  54 .  97 
2187 ,  55 .  40 
2189 ,  55 .  55 
2195 ,  55 .  55 
2195 ,  56 .  42 
2190 ,  55 .  40 
2191 ,  56 .  13 
2189 ,  55 .  40 
2192 ,  55 .  40 
2189 ,  55 .  55 
2190 ,  55 .  55 
2193 ,  56 .  13 
2194 ,  55 .  26 
2194 ,  55 .  55 
2192 ,  55 .  55 
2196 ,  56 .  13 
2196 ,  55 .  11 
2193 ,  55 .  40 
2194 ,  55 .  55 
2198 ,  55 .  55 
2197 ,  55 .  98 
2196 ,  56 .  13 
2195 ,  56 .  13 
2197 ,  55 .  55 
2198 ,  56 .  71 
2194 ,  55 .  40 
2196 ,  55 .  40 
2200 ,  55 .  55 
2201 ,  54 .  97 
2197 ,  55 .  55 
2198 ,  55 .  55 
2199 ,  55 .  26 
2200 ,  56 .  71 
2195 ,  55 .  55 
2196 ,  56 .  13 
2195 ,  56 .  71 
2199 ,  55 .  55 
2195 ,  55 .  55 
2195 ,  55 .  40 
2200 ,  54 .  97 
2198 ,  56 .  71 
2191 ,  56 .  13 
2195 ,  55 .  40 
2198 ,  55 .  55 
2198 ,  56 .  56 
2195 ,  55 .  55 
2201 ,  55 .  40 
2199 ,  55 .  55 
2198 ,  55 .  11 
2191 ,  55 .  55 
2193 ,  55 .  40 
2198 ,  55 .  98 
2197 ,  56 .  13 
2193 ,  56 .  56 
2192 ,  55 .  98 
2194 ,  56 .  13 
2185 ,  56 .  42 
2176 ,  54 .  97 
2170 ,  56 .  42 
2164 ,  55 .  55 
2154 ,  54 .  82 
2142 ,  56 .  13 
2136 ,  54 .  39 
2133 ,  56 .  42 
2128 ,  55 .  98 
2124 ,  56 .  13 
2125 ,  55 .  40 
2130 ,  54 .  97 
2130 ,  54 .  82 
2129 ,  54 .  97 
2131 ,  55 .  55 
2136 ,  56 .  71 
2135 ,  56 .  27 
2134 ,  54 .  97 
2136 ,  55 .  98 
2143 ,  54 .  97 
2146 ,  55 .  84 
2144 ,  55 .  55 
2148 ,  56 .  56 
2155 ,  56 .  42 
2157 ,  54 .  39 
2153 ,  54 .  97 
2160 ,  55 .  40 
2161 ,  54 .  24 
2160 ,  55 .  40 
2159 ,  56 .  71 
2157 ,  54 .  97 
2163 ,  56 .  42 
2162 ,  57 .  29 
2154 ,  55 .  55 
2149 ,  55 .  55 
2146 ,  56 .  27 
2133 ,  55 .  40 
2123 ,  55 .  98 
2119 ,  55 .  98 
2117 ,  55 .  84 
2115 ,  56 .  27 
2115 ,  54 .  82 
2122 ,  56 .  13 
2131 ,  55 .  98 
2142 ,  55 .  84 
2145 ,  55 .  40 
2156 ,  55 .  55 
2168 ,  55 .  11 
2175 ,  56 .  42 
2182 ,  55 .  40 
2188 ,  56 .  27 
2193 ,  56 .  13 
2195 ,  56 .  71 
2189 ,  54 .  97 
2189 ,  55 .  26 
2190 ,  55 .  40 
2183 ,  54 .  97 
2181 ,  55 .  40 
2182 ,  57 .  14 
2184 ,  55 .  84 
2180 ,  55 .  11 
2175 ,  55 .  98 
2175 ,  55 .  55 
2178 ,  55 .  55 
2175 ,  55 .  55 
2176 ,  56 .  71 
2175 ,  55 .  26 
2178 ,  55 .  55 
2177 ,  56 .  71 
2175 ,  55 .  26 
2179 ,  56 .  27 
2181 ,  56 .  42 
2184 ,  55 .  40 
2184 ,  55 .  55 
2188 ,  55 .  55 
2200 ,  55 .  55 
2202 ,  54 .  97 
2201 ,  55 .  55 
2208 ,  55 .  55 
2211 ,  55 .  55 
2211 ,  56 .  56 
2208 ,  56 .  71 
2210 ,  54 .  39 
2213 ,  56 .  42 
2216 ,  56 .  71 
2213 ,  55 .  11 
2216 ,  56 .  27 
2220 ,  56 .  42 
2219 ,  53 .  22 
2218 ,  54 .  97 
2222 ,  56 .  56 
2224 ,  55 .  98 
2224 ,  55 .  55 
2222 ,  55 .  40 
2226 ,  55 .  98 
2228 ,  55 .  40 
2228 ,  57 .  14 
2221 ,  55 .  55 
2220 ,  55 .  40 
2223 ,  55 .  55 
2219 ,  54 .  97 
2219 ,  55 .  84 
2223 ,  55 .  55 
2230 ,  55 .  55 
2229 ,  55 .  55 
2228 ,  54 .  97 
2230 ,  55 .  55 
2232 ,  54 .  97 
2231 ,  56 .  56 
2232 ,  56 .  71 
2231 ,  54 .  97 
2234 ,  55 .  55 
2230 ,  55 .  55 
2226 ,  55 .  55 
2227 ,  55 .  40 
2230 ,  56 .  71 
2226 ,  56 .  42 
2227 ,  55 .  55 
2227 ,  56 .  13 
2232 ,  56 .  56 
2228 ,  54 .  39 
2227 ,  56 .  13 
2226 ,  55 .  55 
2231 ,  55 .  98 
2232 ,  55 .  55 
2227 ,  56 .  71 
2230 ,  54 .  97 
2232 ,  56 .  42 
2228 ,  56 .  71 
2223 ,  56 .  71 
2221 ,  56 .  13 
2223 ,  54 .  97 
2223 ,  54 .  82 
2219 ,  55 .  55 
2223 ,  53 .  81 
2225 ,  55 .  55 
2230 ,  55 .  98 
2227 ,  55 .  11 
2232 ,  55 .  55 
2240 ,  55 .  55 
2241 ,  54 .  97 
2241 ,  55 .  11 
2244 ,  55 .  98 
2248 ,  55 .  55 
2244 ,  54 .  39 
2244 ,  55 .  55 
2246 ,  55 .  40 
2249 ,  55 .  40 
2252 ,  56 .  71 
2252 ,  56 .  13 
2257 ,  56 .  13 
2262 ,  56 .  13 
2263 ,  55 .  11 
2259 ,  55 .  55 
2260 ,  55 .  55 
2260 ,  55 .  98 
2257 ,  55 .  55 
2253 ,  56 .  71 
2252 ,  55 .  55 
2255 ,  55 .  55 
2255 ,  55 .  55 
2248 ,  55 .  26 
2252 ,  55 .  55 
2249 ,  55 .  40 
2247 ,  56 .  13 
2244 ,  54 .  97 
2243 ,  56 .  42 
2243 ,  55 .  55 
2243 ,  55 .  55 
2238 ,  54 .  10 
2240 ,  55 .  55 
2239 ,  54 .  39 
2235 ,  55 .  55 
2235 ,  54 .  97 
2234 ,  55 .  55 
2237 ,  55 .  98 
2231 ,  55 .  26 
2224 ,  56 .  56 
2220 ,  55 .  55 
2217 ,  55 .  26 
2210 ,  56 .  71 
2202 ,  55 .  98 
2199 ,  55 .  55 
2198 ,  56 .  13 
2188 ,  54 .  39 
2180 ,  55 .  84 
2173 ,  54 .  97 
2172 ,  54 .  97 
2166 ,  55 .  40 
2161 ,  56 .  71 
2165 ,  55 .  40 
2165 ,  55 .  55 
2163 ,  55 .  55 
2162 ,  55 .  55 
2162 ,  54 .  97 
2163 ,  56 .  13 
2163 ,  56 .  71 
2160 ,  55 .  26 
2168 ,  56 .  13 
2175 ,  56 .  42 
2177 ,  54 .  39 
2184 ,  55 .  40 
2193 ,  55 .  40 
2206 ,  55 .  26 
2218 ,  56 .  13 
2230 ,  55 .  55 
2247 ,  56 .  56 
2266 ,  56 .  13 
2278 ,  55 .  55 
2288 ,  54 .  97 
2298 ,  56 .  13 
2305 ,  56 .  42 
2311 ,  56 .  56 
2304 ,  56 .  13 
2303 ,  55 .  98 
2305 ,  54 .  97 
2302 ,  53 .  81 
2299 ,  55 .  55 
2299 ,  56 .  27 
2301 ,  55 .  98 
2299 ,  55 .  55 
2301 ,  54 .  97 
2309 ,  55 .  55 
2314 ,  56 .  42 
2313 ,  54 .  24 
2310 ,  55 .  40 
2308 ,  55 .  40 
2301 ,  54 .  97 
2292 ,  56 .  71 
2281 ,  55 .  98 
2277 ,  54 .  97 
2272 ,  55 .  55 
2266 ,  55 .  98 
2259 ,  55 .  26 
2261 ,  55 .  55 
2270 ,  56 .  13 
2273 ,  55 .  26 
2283 ,  56 .  71 
2295 ,  55 .  11 
2304 ,  56 .  42 
2314 ,  57 .  14 
2318 ,  56 .  42 
2324 ,  55 .  55 
2332 ,  56 .  27 
2328 ,  56 .  13 
2328 ,  55 .  55 
2326 ,  55 .  11 
2327 ,  55 .  40 
2320 ,  55 .  98 
2314 ,  55 .  40 
2308 ,  54 .  39 
2304 ,  55 .  55 
2298 ,  56 .  42 
2289 ,  56 .  71 
2290 ,  54 .  82 
2290 ,  56 .  85 
2285 ,  56 .  13 
2280 ,  54 .  97 
2282 ,  55 .  40 
2283 ,  55 .  40 
2275 ,  56 .  56 
2273 ,  55 .  55 
2270 ,  55 .  11 
2267 ,  55 .  55 
2259 ,  55 .  55 
2255 ,  56 .  56 
2250 ,  55 .  40 
2250 ,  55 .  40 
2241 ,  55 .  26 
2236 ,  56 .  71 
2236 ,  55 .  40 
2234 ,  55 .  55 
2234 ,  56 .  71 
2231 ,  54 .  39 
2235 ,  54 .  97 
2239 ,  55 .  55 
2237 ,  57 .   0 
2235 ,  56 .  27 
2239 ,  55 .  55 
2242 ,  56 .  71 
2238 ,  54 .  39 
2239 ,  55 .  55 
2243 ,  55 .  55 
2241 ,  56 .  13 
2234 ,  55 .  55 
2233 ,  56 .  56 
2237 ,  55 .  26 
2240 ,  55 .  55 
2237 ,  57 .  29 
2237 ,  55 .  55 
2236 ,  54 .  53 
2234 ,  55 .  55 
2226 ,  55 .  55 
2226 ,  55 .  55 
2225 ,  54 .  39 
2228 ,  55 .  55 
2226 ,  55 .  98 
2221 ,  55 .  40 
2225 ,  54 .  39 
2224 ,  54 .  97 
2222 ,  56 .  13 
2217 ,  55 .  26 
2219 ,  55 .  55 
2222 ,  56 .  71 
2218 ,  55 .  55 
2224 ,  55 .  26 
2228 ,  55 .  55 
2233 ,  54 .  82 
2231 ,  56 .  71 
2228 ,  55 .  55 
2232 ,  55 .  98 
2232 ,  56 .  56 
2230 ,  55 .  55 
2227 ,  56 .  42 
2232 ,  57 .  14 
2231 ,  55 .  40 
2230 ,  55 .  40 
2228 ,  56 .  71 
2233 ,  55 .  11 
2236 ,  55 .  55 
2237 ,  56 .  56 
2240 ,  55 .  55 
2248 ,  55 .  55 
2249 ,  56 .  56 
2246 ,  55 .  98 
2241 ,  55 .  40 
2242 ,  55 .  55 
2242 ,  56 .  13 
2240 ,  55 .  55 
2234 ,  55 .  55 
2240 ,  55 .  55 
2242 ,  55 .  55 
2239 ,  55 .  84 
2240 ,  56 .  27 
2244 ,  57 .  29 
2249 ,  55 .  55 
2243 ,  55 .  55 
2243 ,  56 .  13 
2245 ,  54 .  68 
2245 ,  55 .  55 
2239 ,  56 .  71 
2235 ,  54 .  82 
2236 ,  55 .  55 
2238 ,  56 .  13 
2233 ,  55 .  55 
2232 ,  55 .  55 
2231 ,  56 .  71 
2231 ,  55 .  84 
2229 ,  55 .  84 
2225 ,  55 .  40 
2227 ,  55 .  55 
2225 ,  55 .  84 
2221 ,  54 .  97 
2220 ,  55 .  55 
2220 ,  56 .  56 
2218 ,  55 .  84 
2213 ,  56 .  42 
2212 ,  55 .  55 
2212 ,  56 .  27 
2213 ,  56 .  42 
2214 ,  55 .  98 
2216 ,  55 .  55 
2218 ,  54 .  39 
2222 ,  55 .  40 
2222 ,  55 .  40 
2222 ,  55 .  26 
2223 ,  56 .  13 
2224 ,  55 .  26 
2220 ,  55 .  55 
2219 ,  56 .  27 
2223 ,  54 .  97 
2225 ,  55 .  55 
2223 ,  55 .  55 
2222 ,  55 .  55 
2222 ,  55 .  98 
2222 ,  56 .  27 
2216 ,  55 .  26 
2216 ,  55 .  98 
2222 ,  56 .  71 
2224 ,  55 .  11 
2221 ,  54 .  82 
2224 ,  55 .  55 
2227 ,  55 .  55 
2228 ,  56 .  13 
2231 ,  56 .  71 
2229 ,  56 .  13 
2236 ,  55 .  55 
2237 ,  53 .  81 
2233 ,  56 .  13 
2233 ,  54 .  97 
2234 ,  55 .  55 
2233 ,  54 .  10 
2228 ,  55 .  55 
2225 ,  56 .  71 
2228 ,  55 .  40 
2227 ,  56 .  56 
2223 ,  55 .  55 
2222 ,  54 .  82 
2226 ,  55 .  55 
2227 ,  55 .  26 
2225 ,  55 .  55 
2228 ,  56 .  13 
2232 ,  54 .  39 
2233 ,  54 .  97 
2228 ,  55 .  55 
2227 ,  56 .  42 
2225 ,  55 .  55 
2228 ,  56 .  27 
2220 ,  54 .  39 
2220 ,  56 .  71 
2223 ,  56 .  71 
2220 ,  55 .  40 
2221 ,  56 .  13 
2220 ,  56 .  56 
2220 ,  55 .  40 
2217 ,  55 .  98 
2218 ,  57 .  14 
2215 ,  55 .  26 
2218 ,  54 .  97 
2220 ,  55 .  98 
2215 ,  56 .  71 
2215 ,  56 .  42 
2220 ,  54 .  97 
2221 ,  55 .  55 
2220 ,  55 .  55 
2226 ,  55 .  98 
2226 ,  55 .  55 
2229 ,  54 .  68 
2230 ,  57 .  43 
2230 ,  56 .  71 
2230 ,  55 .  55 
2233 ,  55 .  98 
2231 ,  55 .  55 
2227 ,  54 .  82 
2232 ,  56 .  27 
2221 ,  54 .  68 
2219 ,  55 .  98 
2210 ,  55 .  98 
2205 ,  55 .  55 
2193 ,  56 .  13 
2180 ,  55 .  55 
2172 ,  55 .  55 
2168 ,  55 .  55 
2164 ,  55 .  55 
2157 ,  56 .  13 
2155 ,  55 .  40 
2152 ,  56 .  56 
2147 ,  55 .  84 
2140 ,  56 .  13 
2140 ,  56 .  56 
2147 ,  56 .  13 
2151 ,  55 .  55 
2154 ,  55 .  98 
2159 ,  55 .  55 
2163 ,  55 .  55 
2170 ,  55 .  98 
2172 ,  55 .  40 
2179 ,  56 .  13 
2192 ,  56 .  13 
2199 ,  55 .  55 
2204 ,  56 .  13 
2212 ,  55 .  55 
2219 ,  55 .  55 
2224 ,  55 .  55 
2225 ,  55 .  55 
2232 ,  56 .  13 
2244 ,  55 .  40 
2252 ,  55 .  40 
2260 ,  55 .  55 
2269 ,  55 .  26 
2275 ,  55 .  98 
2278 ,  56 .  56 
2272 ,  54 .  97 
2272 ,  55 .  55 
2274 ,  56 .  71 
2273 ,  55 .  55 
2275 ,  55 .  40 
2278 ,  57 .   0 
2279 ,  55 .  98 
2281 ,  56 .  27 
2280 ,  57 .  14 
2287 ,  57 .  14 
2292 ,  54 .  82 
2296 ,  56 .  56 
2296 ,  57 .  43 
2296 ,  55 .  55 
2301 ,  55 .  98 
2298 ,  56 .  27 
2297 ,  55 .  40 
2299 ,  55 .  55 
2304 ,  55 .  55 
2307 ,  54 .  82 
2308 ,  55 .  55 
2309 ,  54 .  68 
2309 ,  55 .  40 
2306 ,  55 .  55 
2303 ,  54 .  97 
2299 ,  55 .  84 
2301 ,  55 .  40 
2302 ,  56 .  27 
2297 ,  54 .  10 
2296 ,  56 .  13 
2296 ,  55 .  55 
2293 ,  54 .  97 
2290 ,  55 .  40 
2291 ,  56 .  71 
2291 ,  56 .  42 
2291 ,  56 .  27 
2287 ,  54 .  97 
2288 ,  55 .  11 
2290 ,  55 .  55 
2286 ,  55 .  40 
2279 ,  56 .  71 
2278 ,  55 .  55 
2276 ,  54 .  39 
2275 ,  55 .  55 
2272 ,  56 .  56 
2269 ,  54 .  24 
2268 ,  56 .  13 
2266 ,  56 .  56 
2263 ,  55 .  55 
2261 ,  54 .  39 
2264 ,  54 .  97 
2264 ,  55 .  55 
2260 ,  55 .  26 
2263 ,  57 .  14 
2267 ,  53 .  66 
2265 ,  55 .  55 
2262 ,  55 .  55 
2262 ,  54 .  82 
2267 ,  55 .  26 
2269 ,  55 .  55 
2265 ,  55 .  40 
2268 ,  54 .  68 
2272 ,  55 .  55 
2269 ,  55 .  55 
2267 ,  54 .  82 
2268 ,  53 .  95 
2271 ,  55 .  55 
2269 ,  54 .  97 
2268 ,  55 .  55 
2269 ,  54 .  97 
2270 ,  56 .  42 
2266 ,  55 .  40 
2263 ,  55 .  55 
2262 ,  56 .  42 
2266 ,  55 .  55 
2264 ,  55 .  98 
2261 ,  56 .  13 
2266 ,  55 .  55 
2265 ,  55 .  11 
2265 ,  56 .  13 
2264 ,  55 .  55 
2263 ,  55 .  55 
2267 ,  55 .  40 
2265 ,  55 .  55 
2262 ,  55 .  40 
2264 ,  55 .  98 
2265 ,  55 .  55 
2263 ,  55 .  55 
2261 ,  55 .  40 
2263 ,  55 .  55 
2266 ,  55 .  55 
2263 ,  55 .  55 
2261 ,  55 .  98 
2266 ,  55 .  55 
