4 
  90 ,  26 .  54 
  88 ,  26 .  98 
  90 ,  25 .  82 
  89 ,  26 .  11 
  88 ,  25 .  82 
  90 ,  26 .  54 
  88 ,  26 .  11 
  90 ,  26 .  11 
  90 ,  26 .  54 
  90 ,  26 .  98 
  88 ,  26 .  25 
  90 ,  27 .  12 
  87 ,  24 .  22 
  85 ,  25 .  24 
  92 ,  26 .  40 
  86 ,  24 .  80 
  89 ,  26 .  54 
  86 ,  27 .  56 
  88 ,  26 .  54 
  88 ,  25 .  96 
  87 ,  26 .  11 
  85 ,  24 .  80 
  90 ,  24 .  95 
  87 ,  26 .  54 
  88 ,  26 .  54 
  91 ,  25 .  96 
  90 ,  25 .  53 
  85 ,  24 .  66 
  90 ,  27 .  12 
  87 ,  24 .  95 
  88 ,  24 .  95 
  90 ,  22 .  48 
  86 ,  25 .  96 
  89 ,  25 .  24 
  87 ,  26 .  11 
  85 ,  24 .  66 
  90 ,  25 .  24 
  88 ,  26 .  11 
  88 ,  26 .  11 
  88 ,  26 .  98 
  85 ,  25 .  24 
  89 ,  25 .  82 
  87 ,  23 .   6 
  87 ,  26 .  54 
  88 ,  25 .  82 
  89 ,  26 .  54 
  88 ,  24 .  22 
  84 ,  25 .  38 
  84 ,  25 .  24 
  86 ,  24 .  80 
  85 ,  25 .  82 
  84 ,  25 .  24 
  85 ,  24 .  22 
  88 ,  25 .  38 
  85 ,  24 .  66 
  86 ,  25 .  24 
  88 ,  25 .  38 
  88 ,  24 .  22 
  86 ,  26 .  54 
  85 ,  26 .  40 
  87 ,  24 .  95 
  89 ,  24 .  37 
  84 ,  25 .  24 
  88 ,  24 .  66 
  85 ,  26 .  54 
  86 ,  25 .  96 
  87 ,  24 .  80 
  85 ,  24 .  66 
  88 ,  26 .  54 
  87 ,  26 .  54 
  85 ,  25 .  24 
  87 ,  26 .  11 
  87 ,  26 .  54 
  86 ,  24 .  66 
  85 ,  26 .  54 
  85 ,  25 .  24 
  85 ,  26 .  40 
  84 ,  23 .  64 
  88 ,  25 .  82 
  85 ,  25 .  24 
  83 ,  24 .  95 
  85 ,  25 .  82 
  86 ,  25 .  96 
  84 ,  24 .  22 
  90 ,  25 .  82 
  85 ,  25 .  96 
  88 ,  26 .  54 
  82 ,  25 .  96 
  84 ,  25 .  38 
  87 ,  24 .  66 
  81 ,  26 .  25 
  83 ,  26 .  40 
  88 ,  25 .  96 
  89 ,  25 .  67 
  88 ,  25 .  82 
  86 ,  24 .  66 
  85 ,  24 .  66 
  88 ,  25 .  24 
  88 ,  26 .  98 
  88 ,  25 .  53 
  90 ,  26 .  98 
  88 ,  25 .  53 
  88 ,  25 .  67 
  85 ,  24 .   8 
  90 ,  25 .   9 
  84 ,  24 .  95 
  84 ,  24 .  66 
  87 ,  24 .  95 
  85 ,  25 .  24 
  85 ,  25 .  24 
  85 ,  24 .  22 
  85 ,  25 .  53 
  84 ,  25 .  24 
  88 ,  24 .  80 
  85 ,  25 .  24 
  85 ,  25 .  24 
  83 ,  24 .  22 
  88 ,  25 .  82 
  85 ,  28 .  43 
  84 ,  24 .  80 
  85 ,  25 .  24 
  85 ,  26 .  11 
  85 ,  24 .  95 
  86 ,  25 .  38 
  84 ,  24 .  22 
  88 ,  24 .  66 
  83 ,  23 .  50 
  85 ,  24 .  22 
  83 ,  24 .  22 
  86 ,  24 .  22 
  84 ,  23 .   6 
  88 ,  25 .  82 
  86 ,  24 .  66 
  86 ,  24 .  66 
  86 ,  24 .  95 
  84 ,  25 .  53 
  92 ,  24 .  95 
  85 ,  25 .  96 
  86 ,  24 .  22 
  85 ,  25 .  38 
  88 ,  26 .  54 
  85 ,  25 .  24 
  81 ,  24 .   8 
