LightValue,TempVal,Classifier
98,49.2,off
100,48.58,off
98,48.44,off
101,47.42,off
100,48.58,off
100,48.58,off
102,47.86,off
100,48.73,off
101,48.58,off
100,48.44,off
98,48.15,off
100,48.73,off
100,48.44,off
100,48.73,off
99,48,off
106,48.29,off
99,47.42,off
100,49.16,off
97,49.16,off
104,48,off
101,48,off
99,48.15,off
102,49.16,off
98,48,off
106,48.58,off
100,48.73,off
100,48.73,off
102,48.44,off
100,49.2,off
102,48,off
100,48.87,off
98,48.15,off
102,48.58,off
95,48.87,off
102,48.73,off
102,49.2,off
104,47.42,off
100,49.2,off
98,48.44,off
101,49.2,off
101,46.99,off
104,49.74,off
106,49.31,off
104,48.73,off
104,47.86,off
101,47.86,off
103,49.2,off
104,48.58,off
100,49.2,off
102,48,off
101,48.58,off
100,48.58,off
102,48,off
99,48.73,off
101,48,off
101,48.58,off
102,49.6,off
98,49.31,off
99,48.44,off
98,48.29,off
104,49.2,off
98,48.58,off
100,48.29,off
97,48,off
100,48.44,off
100,47.42,off
97,48.58,off
100,48,off
100,48.58,off
100,48,off
99,48.58,off
101,49.2,off
100,47.42,off
103,47.86,off
102,49.2,off
100,49.2,off
102,48,off
101,48.87,off
100,47.86,off
104,49.6,off
100,48.58,off
98,49.16,off
100,48.44,off
99,48.58,off
101,48.29,off
102,48.58,off
101,48.44,off
101,48.15,off
101,48.44,off
99,48.15,off
101,47.42,off
100,48,off
101,45.97,off
101,48.58,off
102,47.42,off
102,49.74,off
102,49.31,off
100,48,off
97,48,off
100,49.16,off
100,48.73,off
100,48.73,off
98,49.16,off
100,49.16,off
101,48.29,off
101,48.29,off
100,47.13,off
104,48.58,off
104,47.86,off
98,47.13,off
100,47.42,off
100,47.13,off
101,48.29,off
99,48.29,off
100,48,off
101,48,off
101,48.87,off
100,48.44,off
100,48.58,off
104,48,off
99,49.16,off
101,46.99,off
98,48.15,off
101,48.29,off
100,48.44,off
100,47.42,off
101,48.58,off
101,48.15,off
100,48.15,off
102,47.42,off
97,48.29,off
100,48,off
101,46.99,off
100,48.29,off
100,48.29,off
98,48.44,off
98,49.16,off
102,48.44,off
102,49.16,off
102,50.9,off
104,48.73,off
104,48.44,off
98,47.86,off
102,48.44,off
102,48.73,off
96,48.44,off
103,48.29,off
101,48.15,off
98,49.2,off
97,48.58,off
102,47.86,off
99,48.44,off
102,48.44,off
100,48.73,off
102,47.86,off
100,48.58,off
99,48,off
100,48.58,off
97,48.44,off
99,47.42,off
102,48,off
102,48,off
105,48,off
101,48,off
100,48.15,off
101,48.29,off
99,49.16,off
100,47.86,off
103,49.2,off
100,49.2,off
101,47.86,off
102,48,off
98,48.87,off
104,48,off
100,49.16,off
95,48.44,off
104,47.28,off
98,49.2,off
97,48.44,off
98,48.44,off
102,48.44,off
101,48.58,off
100,49.2,off
104,48.58,off
99,49.16,off
100,50.32,off
102,48.44,off
104,48.44,off
100,46.26,off
101,48.15,off
103,47.86,off
106,47.86,off
100,48.58,off
103,48.87,off
102,49.2,off
99,49.2,off
100,48,off
101,48.44,off
101,48.29,off
104,48.15,off
101,48.15,off
96,48.58,off
99,48.29,off
100,48.73,off
99,47.86,off
103,48,off
101,48,off
100,48.29,off
101,49.16,off
97,48.58,off
96,47.42,off
98,48.58,off
100,48.15,off
96,48.58,off
97,48.29,off
101,47.86,off
99,48.29,off
102,48.44,off
96,48.44,off
105,47.42,off
101,49.31,off
104,48.58,off
104,49.2,off
102,48.73,off
102,49.74,off
102,49.16,off
104,48,off
101,48,off
101,48,off
103,48,off
104,48.58,off
102,49.16,off
100,47.28,off
100,47.86,off
100,48.58,off
98,48.58,off
98,48.87,off
101,48.58,off
97,48,off
100,48.44,off
101,48.73,off
97,48,off
102,49.2,off
104,47.86,off
100,48.44,off
97,47.28,off
100,49.16,off
102,49.16,off
99,49.2,off
98,48.58,off
101,47.42,off
99,48,off
101,48.58,off
98,47.42,off
100,47.86,off
98,47.42,off
102,48,off
100,46.84,off
102,48,off
101,48.15,off
102,49.2,off
103,47.42,off
97,48.29,off
99,47.28,off
104,49.2,off
104,49.2,off
102,48.58,off
100,48.44,off
102,48.44,off
100,47.86,off
102,48.44,off
100,48.44,off
100,47.86,off
99,50.76,off
103,49.31,off
102,47.86,off
101,49.2,off
101,49.2,off
103,47.42,off
100,48.44,off
101,48.58,off
101,48.58,off
100,48.44,off
103,49.16,off
102,48.15,off
101,49.45,off
100,47.42,off
102,48,off
104,49.31,off
102,48,off
101,48,off
97,48.58,off
104,49.2,off
99,46.7,off
100,49.16,off
98,49.2,off
99,48.29,off
100,49.16,off
101,48,off
97,48,off
100,48.44,off
102,48.44,off
100,48,off
100,48,off
100,48.58,off
101,47.42,off
103,48.29,off
101,48.58,off
104,49.6,off
102,48.44,off
104,49.74,off
104,49.16,off
102,48.58,off
102,48,off
101,48.58,off
99,47.42,off
104,49.2,off
96,48.44,off
101,49.2,off
98,48.44,off
97,48,off
100,48,off
100,48.29,off
99,48.58,off
106,47.86,off
101,49.16,off
99,48.29,off
100,47.42,off
104,50.18,off
104,48.44,off
104,48.73,off
104,46.84,off
101,49.16,off
100,47.71,off
100,47.86,off
97,49.16,off
100,49.2,off
97,48.29,off
104,48.58,off
102,48,off
101,48,off
100,47.42,off
96,48,off
100,48,off
101,48.29,off
96,47.42,off
99,48,off
102,49.2,off
104,48.44,off
99,48.15,off
97,47.42,off
102,48.73,off
102,48.44,off
102,48.73,off
98,48.73,off
101,48.58,off
104,48.58,off
98,49.6,off
101,49.16,off
101,48,off
106,49.2,off
102,49.6,off
102,49.2,off
104,49.31,off
106,49.16,off
102,48,off
100,49.16,off
100,48.58,off
102,48,off
99,48,off
104,48,off
100,48.29,off
101,48.29,off
102,47.86,off
103,49.2,off
100,48.44,off
104,48,off
103,47.13,off
101,47.42,off
101,48,off
100,47.42,off
102,48.58,off
102,48.87,off
102,48.73,off
102,49.16,off
104,49.16,off
102,49.2,off
102,48,off
99,48.87,off
98,49.16,off
101,48,off
104,49.6,off
108,46.26,off
102,49.2,off
99,47.86,off
102,48.44,off
102,48.58,off
102,48,off
100,47.86,off
101,48.29,off
101,48.29,off
101,48.15,off
101,48,off
104,48.44,off
104,49.6,off
102,48,off
102,48,off
103,48,off
100,48.58,off
101,47.42,off
101,45.1,off
101,47.28,off
101,48.58,off
106,48.58,off
102,47.42,off
102,48,off
101,48.58,off
100,48.44,off
101,48,off
103,48.58,off
104,48.58,off
101,48,off
100,48.58,off
101,48.29,off
100,48.58,off
101,47.42,off
101,49.2,off
101,48.58,off
102,48.44,off
104,48.58,off
100,47.86,off
103,47.42,off
101,48,off
99,48,off
100,48,off
100,47.13,off
106,48.58,off
102,48,off
97,48,off
100,48,off
101,47.86,off
99,47.86,off
100,48.29,off
100,46.99,off
104,48.15,off
102,48.15,off
102,48.58,off
100,47.42,off
99,48.73,off
103,48.58,off
102,49.16,off
104,48,off
102,48.44,off
104,48.87,off
100,48,off
101,47.86,off
98,48.58,off
101,47.86,off
100,48,off
97,48,off
104,48.44,off
102,48.44,off
100,48.44,off
100,48,off
111,47.42,off
97,48.44,off
98,48.44,off
103,48,off
103,48.87,off
102,49.2,off
104,48.58,off
106,47.86,off
104,48.29,off
103,46.99,off
103,48.58,off
102,48.15,off
99,48.44,off
99,49.45,off
104,48.44,off
106,48.73,off
102,47.86,off
100,47.42,off
101,48.15,off
102,48.29,off
100,49.74,off
101,47.42,off
100,48.44,off
102,48.15,off
98,48.58,off
100,48.29,off
99,48.58,off
102,48,off
99,48.73,off
104,48.29,off
98,49.16,off
100,49.2,off
100,48.58,off
100,48,off
104,49.2,off
102,49.16,off
104,48.29,off
102,48.58,off
100,49.2,off
103,48.58,off
103,47.42,off
100,48.29,off
100,47.71,off
101,48,off
105,47.42,off
100,46.84,off
100,48.58,off
98,47.86,off
104,48.44,off
104,49.6,off
104,48.58,off
104,48.73,off
102,49.2,off
102,48.58,off
100,48,off
102,48,off
101,49.45,off
101,48.29,off
101,48,off
102,49.74,off
102,47.42,off
102,48.15,off
106,49.45,off
104,49.2,off
104,47.42,off
102,48.58,off
104,45.68,off
104,48.44,off
103,47.86,off
99,48,off
101,47.86,off
104,48.29,off
104,48,off
103,47.86,off
102,48,off
105,47.86,off
102,47.86,off
102,47.13,off
101,48.29,off
101,48.58,off
106,48.44,off
106,48.58,off
104,49.2,off
104,49.16,off
106,47.86,off
100,47.86,off
104,48.29,off
106,48.29,off
106,49.16,off
106,49.6,off
106,48.58,off
106,49.2,off
104,48.44,off
102,46.84,off
101,48,off
102,47.42,off
100,48.58,off
101,48.58,off
102,48.15,off
110,49.6,off
102,48,off
106,48.44,off
104,49.2,off
104,49.2,off
103,49.2,off
104,48,off
100,48,off
99,49.16,off
104,47.86,off
101,47.42,off
102,48.58,off
102,46.99,off
106,48.58,off
102,49.2,off
100,48,off
101,48.58,off
103,48.15,off
102,47.42,off
100,48,off
102,48.44,off
101,48.29,off
101,48.15,off
101,47.42,off
106,48.58,off
106,48.58,off
104,48.44,off
102,48,off
101,48.44,off
103,48.87,off
101,47.13,off
102,48.87,off
106,49.2,off
104,48.44,off
104,49.31,off
98,48,off
102,49.2,off
104,48.87,off
102,47.57,off
102,47.86,off
100,47.42,off
101,48.58,off
101,48.44,off
100,48,off
104,49.6,off
102,48.44,off
102,49.16,off
104,49.2,off
99,50.18,off
105,48.87,off
101,48,off
106,48.44,off
104,49.6,off
106,48.44,off
106,48.58,off
104,49.6,off
104,49.2,off
104,49.74,off
103,48,off
101,47.42,off
104,48.58,off
100,49.16,off
102,48.29,off
100,48.44,off
101,48.29,off
100,48.29,off
100,48.58,off
101,48.58,off
106,49.2,off
104,49.2,off
104,48.15,off
106,48.58,off
104,47.86,off
104,48.87,off
101,47.86,off
100,48,off
98,48,off
103,48,off
100,48,off
103,48.87,off
105,48.44,off
104,47.86,off
102,49.2,off
104,49.2,off
104,49.2,off
104,49.16,off
102,49.2,off
101,46.84,off
103,49.16,off
103,47.42,off
101,48.29,off
103,48,off
106,48.15,off
101,48.29,off
103,47.28,off
100,49.6,off
101,48.58,off
101,48.58,off
102,48.58,off
102,49.2,off
102,49.2,off
103,49.16,off
104,48,off
101,48.58,off
102,48,off
102,48.58,off
102,49.74,off
102,49.2,off
104,49.45,off
104,48.58,off
100,48.87,off
100,47.86,off
101,47.42,off
101,47.86,off
98,48.73,off
101,48.15,off
103,48.58,off
106,48.44,off
104,49.16,off
104,48.44,off
102,49.2,off
104,48.15,off
104,48.58,off
103,47.86,off
106,48.58,off
101,47.42,off
103,48.44,off
102,49.2,off
105,47.42,off
103,48.15,off
102,48,off
106,48.58,off
104,49.16,off
104,48,off
103,48,off
103,48,off
102,48,off
106,49.6,off
102,48.58,off
102,48,off
101,49.2,off
103,48,off
103,48.58,off
103,48.44,off
101,49.31,off
104,49.31,off
102,48,off
101,48,off
102,48.44,off
101,49.45,off
101,47.42,off
100,48,off
103,48.58,off
106,48.15,off
104,48.58,off
102,49.16,off
100,48.44,off
104,48.73,off
100,47.86,off
103,48,off
104,49.2,off
103,48.44,off
101,49.6,off
101,48.44,off
102,51.92,off
102,48.87,off
102,49.2,off
98,48,off
104,49.2,off
106,49.45,off
104,48.58,off
102,48.73,off
102,48.73,off
104,48.44,off
102,48.44,off
100,48,off
103,48.44,off
100,48.87,off
102,48.58,off
102,48.44,off
100,49.31,off
110,49.6,off
102,49.31,off
101,48.58,off
100,49.16,off
99,48.29,off
104,49.2,off
106,48.44,off
104,49.6,off
102,48.58,off
104,49.6,off
102,47.86,off
107,48.29,off
103,49.2,off
101,48.87,off
103,48.44,off
100,47.42,off
104,49.2,off
103,47.86,off
106,47.86,off
103,47.42,off
105,49.45,off
100,48,off
102,48,off
102,49.31,off
104,48.73,off
104,47.86,off
101,47.42,off
100,48.58,off
104,51.34,off
97,49.2,off
97,48.44,off
102,49.6,off
102,48.58,off
100,48.73,off
102,49.2,off
98,48.73,off
105,48.58,off
104,48.87,off
98,48,off
106,48.87,off
103,48.73,off
98,48,off
102,49.2,off
104,49.74,off
104,48.58,off
102,49.2,off
102,48,off
101,48.44,off
103,48,off
101,48.15,off
100,48.44,off
102,48.58,off
103,48.58,off
102,49.31,off
102,48,off
101,48.58,off
101,48,off
103,48.58,off
104,48.58,off
104,48,off
100,47.42,off
100,48,off
101,49.45,off
103,49.16,off
100,48.58,off
101,48.58,off
102,48.58,off
104,49.2,off
102,49.6,off
99,47.86,off
100,49.2,off
104,49.16,off
102,50.32,off
96,48.73,off
104,47.42,off
103,48.58,off
104,48.44,off
104,49.2,off
102,47.42,off
98,48.15,off
102,49.16,off
100,47.42,off
100,48.29,off
101,48,off
102,48,off
98,49.2,off
101,47.71,off
101,47.13,off
103,46.99,off
104,48.58,off
100,47.86,off
101,47.42,off
104,48.58,off
104,47.28,off
101,48.15,off
101,48.58,off
104,48.58,off
102,48,off
100,48.44,off
101,49.16,off
103,46.84,off
98,49.45,off
102,48,off
105,48.58,off
98,49.31,off
101,48,off
104,48.58,off
104,47.86,off
104,48,off
101,48.15,off
97,48,off
101,48,off
101,48.58,off
101,48.87,off
105,48.15,off
101,48.15,off
105,49.16,off
101,49.6,off
100,48.15,off
101,48.58,off
102,48.58,off
105,49.2,off
104,48,off
103,48,off
100,48.58,off
101,48.58,off
102,48.15,off
106,49.31,off
104,48.73,off
99,48,off
104,49.74,off
104,48.15,off
104,48.58,off
104,49.16,off
102,48,off
104,48,off
101,49.31,off
103,48.58,off
104,49.2,off
104,49.6,off
104,49.31,off
104,48.73,off
102,47.57,off
104,49.16,off
102,48,off
100,48,off
98,49.2,off
102,49.2,off
104,49.16,off
98,49.16,off
103,47.42,off
103,48.29,off
105,47.86,off
102,49.2,off
106,48,off
103,48.29,off
105,49.2,off
103,49.16,off
103,48.44,off
103,48.44,off
100,49.2,off
101,48,off
101,47.42,off
102,47.42,off
107,47.42,off
102,48.29,off
103,48.58,off
101,47.86,off
104,48.73,off
100,49.2,off
102,47.86,off
100,49.2,off
99,49.16,off
100,48.44,off
100,48.58,off
101,48.87,off
98,48,off
100,48,off
101,49.2,off
99,46.84,off
100,49.6,off
97,48.58,off
100,49.2,off
100,49.16,off
104,48.73,off
101,49.16,off
104,49.16,off
106,49.16,off
102,48.44,off
102,49.16,off
100,48.44,off
106,48.44,off
106,49.16,off
2086,51.92,off
2126,53.22,off
2111,52.79,off
2066,51.92,off
2102,53.22,off
2104,52.6,off
2054,52.5,off
2016,52.93,off
2089,51.48,off
2126,52.6,off
2110,52.6,off
2068,52.64,off
2101,53.8,off
2102,52.64,off
2052,53.8,off
2018,53.22,off
2088,52.6,off
2125,51.77,off
2108,52.5,off
2067,52.6,off
2103,52.6,off
2104,53.22,off
2053,53.8,off
2017,52.6,off
2091,50.76,off
2130,52.64,off
2111,52.5,off
2069,52.64,off
2106,53.22,off
2103,52.64,off
2054,53.8,off
2020,52.6,off
2091,52.6,off
2128,52.79,off
2108,53.8,off
2068,51.77,off
2104,52.93,off
2102,52.6,off
2050,53.22,off
2022,52.64,off
2092,51.77,off
2129,53.8,off
2110,52.6,off
2072,51.77,off
2104,52.6,off
2104,53.37,off
2049,52.79,off
2026,52.6,off
2094,52.6,off
2131,53.22,off
2109,53.22,off
2074,52.79,off
2108,52.64,off
2104,53.22,off
2046,51.92,off
2026,52.79,off
2098,53.22,off
2129,52.64,off
2107,52.6,off
2074,50.9,off
2108,51.77,off
2102,51.92,off
2048,53.22,off
2028,52.64,off
2096,50.9,off
2129,52.93,off
2105,52.64,off
2074,52.5,off
2107,52.6,off
2103,52.64,off
2044,51.48,off
2030,53.22,off
2098,53.8,off
2129,52.64,off
2102,52.6,off
2072,53.8,off
2106,52.6,off
2096,53.8,off
2040,52.5,off
2032,53.22,off
2100,52.64,off
2127,52.6,off
2102,53.22,off
2076,52.79,off
2110,52.93,off
2099,51.48,off
2044,53.22,off
2036,52.64,off
2103,51.77,off
2132,51.34,off
2107,53.8,off
2079,52.64,off
2114,53.22,off
2103,51.48,off
2041,51.92,off
2037,52.6,off
2107,52.6,off
2134,53.22,off
2107,52.79,off
2081,51.92,off
2115,52.6,off
2101,52.64,off
2037,52.6,off
2038,53.8,off
2106,52.6,off
2133,52.64,off
2105,53.8,off
2082,52.5,off
2112,52.64,off
2095,50.76,off
2032,51.48,off
2037,52.64,off
2103,52.93,off
2131,51.63,off
2099,52.93,off
2079,52.64,off
2110,53.22,off
2097,51.48,off
2036,53.22,off
2037,53.22,off
2106,51.48,off
2131,52.64,off
2101,52.79,off
2080,52.64,off
2111,53.37,off
2096,51.77,off
2035,53.8,off
2040,52.6,off
2105,51.48,off
2132,52.6,off
2097,51.77,off
2081,51.92,off
2112,52.5,off
2095,52.64,off
2032,52.6,off
2043,52.6,off
2109,51.48,off
2134,51.34,off
2098,51.34,off
2083,52.79,off
2114,53.8,off
2096,52.93,off
2033,53.8,off
2046,52.5,off
2110,52.64,off
2131,52.5,off
2095,52.64,off
2079,51.92,off
2110,53.8,off
2091,53.22,off
2026,52.6,off
2042,52.64,off
2107,53.8,off
2128,53.8,off
2092,52.93,off
2078,52.5,off
2110,53.22,off
2088,52.79,off
2021,53.8,off
2042,51.77,off
2109,51.48,off
2127,50.9,off
2090,51.92,off
2082,52.5,off
2108,50.9,off
2087,52.6,off
2022,51.92,off
2040,51.34,off
2104,52.6,off
2121,51.48,off
2082,51.48,off
2076,50.47,off
2104,51.77,off
2081,50.9,off
2013,50.9,off
2038,50.32,off
2103,52.6,off
2123,52.64,off
2082,52.93,off
2076,51.63,off
2102,53.8,off
2082,52.64,off
2014,52.6,off
2039,53.8,off
2104,53.22,off
2118,51.63,off
2078,50.9,off
2074,53.22,off
2100,52.64,off
2078,53.8,off
2010,53.8,off
2042,53.8,off
2101,51.48,off
2119,53.8,off
2078,52.6,off
2074,51.34,off
2101,52.64,off
2077,51.34,off
2007,51.34,off
2038,52.93,off
2101,52.6,off
2114,52.5,off
2076,53.66,off
2069,51.63,off
2097,51.92,off
2073,51.48,off
2004,53.8,off
2038,51.48,off
2101,51.34,off
2114,52.5,off
2073,52.93,off
2073,51.34,off
2098,53.8,off
2072,53.52,off
2000,51.77,off
2038,51.77,off
2101,52.6,off
2114,51.48,off
2072,50.76,off
2072,52.6,off
2093,52.6,off
2066,51.92,off
1995,51.92,off
2037,52.6,off
2098,54.39,off
2110,50.9,off
2066,51.77,off
2070,51.48,off
2093,51.92,off
2067,51.92,off
1995,51.77,off
2039,50.9,off
2100,51.63,off
2108,52.64,off
2064,52.5,off
2071,50.9,off
2092,51.48,off
2062,51.92,off
1992,51.63,off
2040,52.64,off
2099,51.92,off
2109,51.48,off
2062,52.6,off
2070,50.9,off
2094,51.92,off
2062,52.6,off
1991,50.9,off
2042,52.5,off
2099,51.48,off
2108,50.9,off
2063,52.5,off
2070,52.6,off
2093,52.6,off
2063,52.5,off
1992,52.6,off
2041,50.61,off
2101,51.92,off
2109,52.64,off
2062,51.63,off
2071,50.9,off
2092,51.92,off
2059,51.92,off
1986,51.92,off
2040,51.92,off
2096,52.6,off
2107,52.6,off
2061,52.6,off
2072,51.92,off
2094,52.5,off
2060,50.76,off
1989,51.34,off
2044,51.92,off
2099,50.9,off
2107,50.9,off
2062,51.48,off
2074,51.63,off
2093,51.34,off
2061,52.64,off
1989,51.34,off
2044,52.6,off
2102,51.48,off
2108,50.9,off
2063,52.5,off
2080,53.22,off
2097,51.48,off
2062,52.64,off
1994,53.22,off
2048,51.77,off
2103,52.6,off
2112,52.64,off
2061,48.58,off
2077,51.48,off
2096,51.77,off
2062,50.9,off
1988,51.48,off
2048,53.8,off
2101,52.6,off
2107,52.6,off
2059,51.92,off
2075,50.9,off
2093,50.32,off
2059,51.92,off
1988,51.92,off
2049,51.48,off
2104,51.92,off
2107,51.34,off
2057,51.92,off
2074,51.48,off
2092,51.92,off
2057,53.22,off
1987,51.48,off
2048,52.6,off
2104,52.5,off
2108,52.6,off
2056,53.8,off
2075,51.34,off
2095,51.92,off
2057,52.6,off
1990,51.34,off
2051,51.48,off
2106,51.63,off
2109,51.48,off
2057,51.34,off
2080,52.6,off
2096,52.93,off
2059,51.48,off
1991,51.34,off
2053,50.32,off
2107,52.6,off
2108,51.48,off
2057,51.34,off
2082,51.92,off
2095,51.48,off
2058,51.19,off
1992,51.48,off
2054,49.74,off
2106,52.6,off
2108,51.48,off
2055,51.92,off
2082,52.5,off
2095,52.6,off
2059,51.92,off
1992,51.92,off
2053,51.48,off
2106,51.48,off
2106,51.92,off
2052,52.6,off
2076,51.92,off
2092,52.6,off
2055,51.48,off
1987,52.64,off
2049,50.9,off
2103,51.48,off
2104,50.76,off
2050,52.6,off
2077,51.48,off
2093,52.6,off
2054,52.6,off
1988,52.6,off
2053,51.19,off
2104,51.48,off
2106,51.48,off
2051,52.6,off
2080,51.77,off
2094,52.6,off
2053,51.48,off
1987,51.48,off
2055,51.48,off
2106,50.9,off
2104,52.6,off
2050,52.6,off
2076,51.48,off
2091,52.6,off
2053,51.92,off
1989,51.77,off
2055,51.48,off
2107,52.6,off
2106,53.22,off
2053,51.92,off
2081,51.48,off
2096,50.18,off
2055,51.92,off
1991,52.79,off
2057,51.77,off
2108,51.92,off
2107,52.64,off
2051,51.92,off
2080,51.48,off
2094,51.34,off
2051,50.9,off
1988,51.48,off
2058,51.48,off
2104,51.48,off
2104,52.6,off
2050,52.6,off
2081,51.48,off
2093,50.9,off
2052,51.34,off
1991,51.48,off
2062,52.6,off
2108,51.77,off
2106,50.76,off
2054,52.35,off
2082,51.92,off
2095,52.6,off
2054,52.64,off
1990,52.64,off
2061,51.19,off
2108,51.92,off
2104,52.6,off
2052,52.64,off
2086,52.6,off
2093,52.5,off
2052,50.9,off
1994,52.64,off
2062,51.48,off
2107,52.79,off
2104,52.64,off
2050,52.6,off
2083,51.48,off
2093,51.92,off
2048,49.2,off
1993,50.9,off
2058,50.9,off
2110,52.5,off
2103,51.34,off
2050,51.48,off
2084,52.6,off
2093,52.6,off
2050,52.64,off
1991,51.34,off
2063,51.48,off
2108,51.77,off
2106,51.92,off
2051,52.5,off
2082,50.32,off
2091,51.92,off
2048,52.5,off
1992,50.61,off
2065,50.9,off
2109,51.34,off
2106,52.6,off
2053,52.35,off
2082,51.48,off
2090,52.35,off
2049,50.9,off
1993,52.93,off
2061,51.77,off
2109,51.34,off
2106,53.8,off
2053,51.34,off
2086,52.64,off
2095,52.64,off
2050,52.6,off
1997,51.34,off
2066,50.9,off
2112,52.6,off
2105,50.9,off
2053,51.48,off
2088,51.48,off
2098,52.5,off
2051,51.48,off
1997,51.92,off
2066,50.18,off
2112,50.9,off
2104,51.48,off
2054,51.48,off
2089,51.19,off
2096,50.9,off
2050,52.6,off
1997,51.63,off
2071,51.34,off
2115,50.76,off
2107,52.6,off
2056,52.5,off
2090,51.92,off
2095,51.77,off
2051,51.48,off
1997,52.64,off
2068,51.92,off
2110,51.48,off
2104,51.63,off
2053,51.48,off
2087,51.48,off
2094,51.48,off
2048,51.92,off
1999,51.63,off
2068,51.48,off
2113,51.77,off
2106,51.92,off
2058,51.63,off
2088,50.9,off
2094,50.9,off
2050,52.21,off
2000,51.92,off
2072,51.92,off
2115,52.6,off
2104,51.48,off
2049,50.9,off
2080,50.9,off
2086,51.77,off
2038,51.48,off
1988,51.48,off
2062,52.79,off
2104,51.63,off
2095,51.92,off
2046,51.92,off
2082,51.48,off
2088,52.64,off
2039,51.48,off
1993,52.93,off
2064,51.48,off
2108,52.5,off
2096,51.77,off
2048,52.5,off
2081,52.6,off
2085,51.92,off
2036,52.6,off
1986,52.6,off
2062,51.48,off
2106,52.35,off
2093,52.6,off
2044,52.5,off
2080,52.64,off
2085,51.92,off
2036,49.74,off
1991,51.19,off
2063,51.48,off
2106,51.77,off
2094,51.77,off
2046,51.77,off
2080,51.48,off
2085,51.19,off
2038,52.64,off
1994,53.37,off
2064,52.5,off
2105,51.48,off
2091,52.6,off
2046,52.93,off
2078,52.6,off
2082,51.77,off
2034,51.34,off
1993,52.5,off
2065,50.9,off
2107,52.6,off
2094,52.5,off
2045,52.93,off
2082,51.63,off
2083,51.48,off
2033,51.48,off
1993,51.5,off
2064,52.6,off
2104,51.48,off
2092,52.64,off
2045,51.34,off
2079,52.6,off
2082,51.34,off
2031,51.34,off
1989,51.77,off
2065,52.6,off
2105,51.77,off
2092,50.9,off
2044,52.6,off
2080,51.92,off
2083,51.77,off
2032,51.34,off
1994,50.9,off
2065,51.92,off
2107,51.48,off
2094,52.79,off
2048,52.6,off
2082,50.9,off
2082,51.63,off
2033,51.48,off
1988,50.9,off
2066,52.6,off
2105,51.92,off
2090,53.22,off
2048,50.9,off
2080,51.92,off
2081,52.6,off
2032,50.76,off
1995,51.63,off
2067,51.48,off
2106,52.5,off
2090,51.92,off
2047,52.6,off
2080,50.61,off
2082,50.9,off
2030,52.6,off
1992,52.6,off
2066,52.6,off
2104,51.63,off
2088,51.48,off
2044,52.64,off
2083,51.77,off
2081,51.63,off
2030,51.48,off
1997,53.8,off
2069,51.48,off
2107,51.92,off
2094,52.6,off
2052,52.64,off
2084,51.48,off
2085,50.76,off
2032,51.48,off
1998,52.64,off
2072,51.34,off
2108,52.6,off
2092,52.6,off
2050,51.34,off
2084,50.9,off
2081,50.32,off
2034,52.6,off
1999,52.6,off
2074,53.8,off
2111,51.92,off
2092,52.6,off
2050,51.48,off
2086,52.35,off
2083,51.48,off
2029,51.48,off
1996,52.6,off
2072,52.93,off
2109,51.48,off
2091,51.92,off
2050,52.21,off
2084,52.6,off
2080,52.6,off
2027,51.92,off
1995,51.77,off
2069,49.16,off
2106,50.9,off
2087,51.34,off
2049,52.79,off
2084,51.92,off
2080,51.34,off
2027,52.6,off
1997,51.19,off
2069,51.48,off
2108,51.48,off
2090,51.63,off
2048,51.63,off
2087,51.48,off
2082,51.63,off
2027,50.9,off
2001,50.32,off
2073,51.48,off
2110,52.6,off
2092,51.48,off
2054,51.48,off
2088,51.63,off
2085,51.77,off
2032,52.6,off
2006,52.5,off
2078,51.63,off
2112,51.92,off
2092,51.48,off
2056,52.6,off
2090,51.92,off
2087,52.64,off
2033,51.92,off
2005,50.9,off
2079,51.48,off
2113,51.92,off
2092,51.92,off
2058,53.37,off
2089,52.6,off
2086,51.34,off
2031,52.6,off
2007,53.8,off
2078,51.63,off
2112,51.77,off
2094,52.5,off
2055,51.19,off
2089,52.6,off
2087,52.6,off
2032,51.77,off
2006,51.48,off
2079,51.77,off
2112,51.34,off
2094,52.6,off
2055,50.76,off
2087,52.6,off
2084,51.92,off
2029,51.48,off
2008,52.6,off
2080,52.21,off
2111,51.77,off
2087,50.76,off
2056,52.6,off
2091,51.34,off
2084,51.92,off
2028,52.6,off
2008,49.6,off
2077,52.6,off
2111,50.76,off
2089,50.9,off
2055,52.64,off
2091,52.6,off
2084,51.92,off
2028,51.92,off
2010,52.64,off
2079,50.61,off
2111,52.5,off
2087,51.5,off
2053,52.93,off
2088,51.92,off
2088,51.48,off
2027,51.77,off
2010,53.8,off
2082,51.48,off
2114,50.9,off
2089,51.48,off
2057,52.6,off
2094,52.6,off
2089,51.92,off
2031,50.9,off
2014,51.77,off
2085,51.48,off
2116,52.6,off
2094,51.48,off
2062,52.6,off
2094,50.32,off
2086,52.6,off
2029,51.92,off
2018,51.63,off
2088,52.79,off
2115,52.35,off
2093,51.34,off
2061,52.93,off
2094,51.92,off
2085,52.6,off
2028,51.92,off
2013,51.48,off
2084,50.9,off
2114,51.48,off
2091,51.48,off
2062,51.48,off
2093,50.9,off
2084,51.92,off
2028,52.93,off
2012,51.92,off
2083,52.93,off
2115,51.48,off
2086,51.48,off
2061,52.6,off
2094,51.92,off
2086,52.5,off
2026,50.9,off
2015,51.48,off
2088,52.6,off
2116,52.6,off
2092,51.48,off
