LightValue,TempVal,Classifier
2183,52.6,off
2154,52.64,off
2132,53.22,off
2161,52.93,off
2144,51.77,off
2090,52.79,off
2090,52.6,off
2162,53.81,off
2184,53.8,off
2145,53.22,off
2131,52.64,off
2166,52.64,off
2147,52.6,off
2086,52.6,off
2095,52.93,off
2162,52.93,off
2181,52.35,off
2149,52.6,off
2134,52.64,off
2164,52.6,off
2146,52.64,off
2082,52.6,off
2097,52.6,off
2167,52.79,off
2183,52.6,off
2150,52.64,off
2135,52.93,off
2165,52.64,off
2145,52.64,off
2084,53.22,off
2100,51.92,off
2167,52.6,off
2182,52.79,off
2144,52.6,off
2136,53.8,off
2166,53.22,off
2143,52.6,off
2076,52.64,off
2101,53.22,off
2165,52.6,off
2179,52.79,off
2143,52.35,off
2138,53.22,off
2166,52.64,off
2143,52.5,off
2076,52.64,off
2106,50.61,off
2168,53.22,off
2181,53.8,off
2141,52.6,off
2139,52.64,off
2165,52.5,off
2138,52.64,off
2074,53.8,off
2107,52.6,off
2167,52.64,off
82,24.51,off
82,22.92,off
81,22.92,off
80,23.5,off
82,23.6,off
80,24.22,off
81,24.22,off
83,24.66,off
81,24.8,off
80,23.64,off
80,23.5,off
79,22.34,off
81,24.8,off
82,24.66,off
85,24.8,off
86,23.64,off
82,22.92,off
85,23.79,off
82,24.8,off
80,23.6,off
82,24.8,off
84,24.22,off
81,24.22,off
80,24.22,off
82,24.51,off
83,24.22,off
84,24.22,off
81,24.22,off
82,23.6,off
80,24.22,off
82,24.66,off
80,22.92,off
82,24.8,off
80,24.22,off
84,23.6,off
80,24.22,off
80,23.6,off
81,23.64,off
81,21.9,off
79,23.79,off
80,24.8,off
80,25.24,off
84,24.66,off
81,24.22,off
83,24.8,off
79,22.48,off
81,24.22,off
86,24.8,off
80,24.8,off
81,23.79,off
81,23.79,off
80,22.92,off
81,24.22,off
80,24.66,off
83,24.8,off
81,24.22,off
81,24.66,off
80,24.8,off
86,23.5,off
83,24.8,off
80,23.6,off
80,24.8,off
77,22.92,off
76,24.8,off
80,23.6,off
78,25.24,off
83,22.63,off
80,24.22,off
82,22.48,off
81,23.79,off
82,24.66,off
80,23.79,off
84,24.66,off
83,23.79,off
84,24.22,off
83,23.6,off
86,23.79,off
81,23.6,off
81,24.95,off
81,23.64,off
77,23.79,off
84,24.22,off
82,24.66,off
84,21.9,off
82,23.6,off
79,23.6,off
80,23.5,off
77,24.22,off
81,23.6,off
78,24.8,off
78,23.5,off
80,24.8,off
84,23.79,off
80,23.6,off
80,23.79,off
82,25.24,off
83,24.8,off
83,23.6,off
82,24.22,off
77,23.5,off
83,24.95,off
83,21.18,off
84,24.95,off
81,22.77,off
82,24.66,off
82,23.79,off
78,23.5,off
84,24.22,off
82,24.8,off
80,24.22,off
82,23.6,off
81,23.64,off
81,20.45,off
80,23.6,off
80,25.24,off
82,25.24,off
81,24.66,off
81,24.66,off
80,23.6,off
80,24.22,off
82,23.64,off
80,24.66,off
82,24.66,off
80,22.48,off
82,24.66,off
80,22.63,off
82,22.92,off
79,22.63,off
81,23.5,off
80,22.63,off
82,22.92,off
80,22.48,off
80,23.6,off
76,22.92,off
83,22.92,off
82,23.6,off
82,22.63,off
81,24.8,off
82,24.8,off
81,22.92,off
81,22.34,off
80,24.22,off
82,22.63,off
80,23.64,off
80,22.92,off
82,24.66,off
83,24.8,off
82,23.64,off
80,23.64,off
81,22.92,off
81,24.22,off
80,22.34,off
80,22.34,off
82,23.64,off
82,23.6,off
80,23.79,off
77,23.79,off
82,23.6,off
80,23.6,off
78,22.92,off
82,23.5,off
83,24.95,off
81,23.6,off
78,23.6,off
80,22.48,off
81,23.6,off
78,23.6,off
79,24.8,off
77,21.9,off
82,22.92,off
80,23.6,off
79,22.48,off
76,21.9,off
82,24.37,off
83,23.79,off
80,23.6,off
80,22.77,off
83,24.66,off
80,23.6,off
82,23.6,off
80,22.48,off
82,23.79,off
76,22.34,off
80,23.6,off
82,23.5,off
77,23.6,off
82,23.5,off
80,22.63,off
78,21.9,off
81,23.6,off
82,23.6,off
77,22.48,off
79,22.92,off
78,23.64,off
82,23.79,off
76,23.6,off
81,23.93,off
80,23.6,off
82,22.63,off
84,23.6,off
84,22.92,off
81,22.92,off
84,22.77,off
81,23.6,off
81,22.92,off
83,23.6,off
82,22.63,off
82,24.8,off
81,21.9,off
84,23.6,off
84,21.76,off
81,23.5,off
78,23.5,off
76,23.6,off
85,22.92,off
80,24.22,off
80,22.92,off
80,22.92,off
82,23.5,off
80,22.77,off
82,24.22,off
77,21.9,off
86,23.6,off
81,22.92,off
82,21.9,off
77,25.53,off
81,22.34,off
78,22.48,off
78,22.34,off
83,22.92,off
83,23.5,off
80,23.6,off
83,22.77,off
82,23.79,off
81,23.6,off
83,22.92,off
78,23.6,off
81,22.63,off
82,23.5,off
79,23.5,off
80,23.6,off
80,23.6,off
88,22.48,off
81,25.82,off
77,23.6,off
76,23.5,off
80,23.6,off
81,23.79,off
78,24.8,off
80,24.8,off
80,23.6,off
81,22.48,off
86,22.77,off
75,22.77,off
81,21.9,off
82,23.5,off
80,23.79,off
79,23.6,off
83,21.47,off
78,23.5,off
79,22.34,off
78,22.92,off
83,23.5,off
83,22.92,off
80,22.92,off
83,23.5,off
86,23.6,off
81,22.92,off
78,23.5,off
80,22.63,off
82,23.6,off
77,23.6,off
83,22.34,off
82,23.6,off
81,22.34,off
80,22.34,off
78,23.5,off
81,23.6,off
80,24.66,off
80,22.63,off
79,22.92,off
76,23.6,off
81,22.92,off
77,23.6,off
77,21.47,off
80,22.34,off
86,23.64,off
78,23.6,off
76,22.92,off
80,24.95,off
81,23.6,off
80,22.34,off
78,23.6,off
77,22.34,off
81,22.77,off
79,22.63,off
80,23.5,off
82,23.5,off
76,22.63,off
82,23.5,off
79,23.6,off
86,22.92,off
80,21.18,off
79,24.8,off
77,22.63,off
76,22.63,off
81,22.63,off
78,23.6,off
81,21.9,off
79,23.6,off
82,23.5,off
80,23.6,off
77,23.64,off
80,22.48,off
80,22.92,off
77,23.64,off
78,23.6,off
76,23.6,off
85,23.6,off
82,21.76,off
80,22.63,off
82,22.63,off
81,23.6,off
81,23.6,off
80,23.6,off
77,23.5,off
82,23.6,off
77,23.64,off
77,22.92,off
76,22.63,off
82,24.8,off
79,21.9,off
78,23.5,off
77,24.8,off
83,23.79,off
76,23.64,off
78,22.48,off
76,22.34,off
80,23.6,off
80,22.92,off
79,22.92,off
82,23.6,off
83,22.77,off
75,23.6,off
78,22.92,off
76,24.22,off
85,22.5,off
78,23.6,off
77,23.6,off
80,23.64,off
79,23.6,off
79,23.6,off
82,22.63,off
77,21.9,off
80,23.79,off
78,23.5,off
81,22.92,off
81,22.34,off
79,22.92,off
80,22.34,off
80,22.48,off
80,22.92,off
84,22.48,off
79,22.48,off
77,22.92,off
78,23.64,off
82,24.66,off
77,22.92,off
79,23.79,off
78,22.48,off
80,22.92,off
78,23.6,off
77,23.6,off
80,22.92,off
80,23.6,off
77,22.92,off
78,23.6,off
76,24.8,off
80,23.5,off
77,23.6,off
82,21.9,off
82,23.6,off
81,22.92,off
80,22.34,off
80,22.92,off
80,22.48,off
81,25.38,off
77,21.9,off
81,22.34,off
79,23.6,off
76,23.6,off
77,23.6,off
81,24.37,off
81,21.9,off
83,23.64,off
82,22.92,off
79,23.6,off
78,23.6,off
82,23.6,off
77,23.6,off
79,23.6,off
78,23.6,off
85,23.6,off
77,23.6,off
80,23.6,off
78,22.92,off
81,22.63,off
82,23.6,off
80,23.6,off
76,23.6,off
82,23.79,off
80,23.6,off
80,23.79,off
78,22.92,off
82,22.63,off
78,23.6,off
78,22.92,off
80,22.92,off
80,22.48,off
80,22.92,off
77,23.6,off
79,23.6,off
80,23.6,off
80,23.64,off
79,24.66,off
82,21.76,off
80,23.6,off
79,22.48,off
78,23.6,off
79,22.48,off
80,21.9,off
80,23.6,off
78,23.6,off
81,22.34,off
80,23.64,off
78,23.6,off
77,23.64,off
82,22.48,off
82,23.79,off
82,24.8,off
80,23.64,off
81,23.79,off
81,21.18,off
81,23.64,off
80,22.92,off
78,22.48,off
78,24.22,off
79,23.6,off
82,22.63,off
81,24.22,off
81,22.92,off
81,22.48,off
82,23.6,off
77,24.8,off
81,23.6,off
76,24.8,off
77,23.6,off
80,23.6,off
82,24.8,off
77,23.6,off
78,24.8,off
80,23.64,off
80,23.93,off
76,23.6,off
77,23.6,off
80,21.61,off
83,25.82,off
80,23.6,off
78,23.6,off
78,23.64,off
80,23.6,off
84,23.6,off
80,23.5,off
78,23.64,off
80,24.66,off
80,24.8,off
80,22.92,off
86,22.48,off
84,22.92,off
75,23.64,off
78,23.6,off
77,23.6,off
80,22.92,off
78,24.8,off
78,23.6,off
80,24.95,off
81,22.34,off
81,23.6,off
78,24.66,off
81,23.6,off
78,23.6,off
82,24.22,off
78,23.6,off
81,23.6,off
82,23.64,off
78,22.92,off
79,22.63,off
84,23.6,off
82,23.64,off
80,21.76,off
81,22.92,off
81,23.6,off
84,21.9,off
77,22.63,off
81,22.34,off
79,23.5,off
81,21.9,off
80,22.92,off
81,22.77,off
82,23.6,off
78,22.63,off
80,21.9,off
80,22.92,off
82,23.6,off
81,21.9,off
78,23.5,off
78,22.77,off
79,23.6,off
80,23.64,off
79,23.6,off
80,23.6,off
79,22.92,off
82,20.74,off
81,22.77,off
80,22.63,off
78,22.92,off
80,22.92,off
79,22.92,off
76,22.34,off
77,22.63,off
82,23.6,off
79,21.9,off
80,22.63,off
82,23.6,off
83,22.92,off
79,22.92,off
77,23.6,off
82,22.92,off
78,23.6,off
79,23.79,off
81,22.5,off
81,22.92,off
83,22.63,off
78,22.92,off
78,23.79,off
80,23.6,off
81,24.66,off
80,23.5,off
80,23.6,off
79,23.5,off
80,22.92,off
82,23.6,off
81,23.6,off
80,23.6,off
81,23.6,off
77,23.6,off
82,23.5,off
81,22.63,off
76,22.34,off
77,22.92,off
81,22.92,off
73,23.64,off
83,22.34,off
77,22.63,off
77,23.6,off
78,24.22,off
82,22.92,off
81,23.5,off
79,21.9,off
82,23.6,off
80,23.6,off
77,23.6,off
78,23.79,off
78,23.6,off
77,21.9,off
78,23.5,off
76,23.64,off
80,22.48,off
77,22.92,off
75,22.92,off
75,22.63,off
80,23.6,off
78,24.22,off
77,23.6,off
77,22.92,off
83,22.92,off
77,22.92,off
82,23.79,off
77,22.48,off
80,23.6,off
85,23.5,off
80,23.5,off
80,22.92,off
84,23.6,off
79,22.92,off
80,22.34,off
79,22.63,off
73,22.63,off
82,23.6,off
80,22.77,off
81,22.5,off
82,22.92,off
77,22.63,off
78,23.6,off
80,22.48,off
76,23.6,off
83,24.66,off
80,23.6,off
78,24.22,off
80,23.6,off
78,24.8,off
75,23.6,off
78,23.6,off
77,24.22,off
81,22.63,off
74,22.92,off
77,22.34,off
76,24.8,off
86,22.34,off
79,22.92,off
79,22.92,off
78,22.48,off
80,22.63,off
79,22.5,off
83,22.34,off
80,21.9,off
76,23.6,off
80,22.34,off
81,22.92,off
77,21.9,off
81,22.92,off
75,23.64,off
81,22.92,off
77,22.63,off
82,24.22,off
80,22.63,off
80,22.48,off
79,21.9,off
80,22.92,off
78,22.48,off
80,23.6,off
76,22.34,off
77,23.6,off
77,22.92,off
82,23.93,off
81,22.92,off
80,23.79,off
80,22.34,off
78,22.34,off
77,23.6,off
77,22.77,off
80,22.63,off
78,22.34,off
76,23.6,off
80,22.19,off
82,23.5,off
79,22.92,off
82,22.48,off
79,22.34,off
82,22.92,off
79,23.6,off
80,22.63,off
82,23.64,off
79,24.8,off
80,22.48,off
82,21.76,off
81,23.6,off
79,23.6,off
80,23.64,off
80,23.64,off
81,24.22,off
81,23.6,off
82,23.6,off
80,24.8,off
80,24.22,off
76,22.92,off
78,23.6,off
82,22.34,off
81,22.92,off
81,22.48,off
83,22.92,off
77,24.8,off
81,23.79,off
82,23.6,off
79,21.9,off
82,23.6,off
80,22.92,off
80,24.66,off
78,22.48,off
78,22.63,off
82,22.34,off
80,22.92,off
78,22.48,off
83,21.9,off
78,23.6,off
77,21.9,off
80,23.79,off
80,23.6,off
84,22.92,off
76,22.48,off
80,22.92,off
84,22.92,off
84,21.9,off
80,22.63,off
77,23.6,off
82,22.92,off
82,22.48,off
78,23.6,off
77,23.6,off
76,23.93,off
82,24.8,off
80,23.6,off
80,23.6,off
78,22.92,off
82,23.5,off
81,22.34,off
78,22.48,off
76,23.6,off
82,23.6,off
80,22.34,off
81,22.48,off
80,23.6,off
82,22.92,off
78,22.92,off
81,22.77,off
78,23.5,off
76,23.6,off
78,25.24,off
80,22.63,off
78,23.6,off
82,23.64,off
80,22.92,off
78,21.76,off
80,22.48,off
76,22.77,off
80,22.92,off
77,22.63,off
81,23.6,off
82,23.6,off
76,22.63,off
81,22.63,off
82,22.48,off
84,22.48,off
77,22.48,off
80,22.63,off
74,22.48,off
85,23.6,off
82,21.76,off
79,21.9,off
74,23.5,off
80,22.34,off
80,23.6,off
80,21.76,off
80,23.6,off
81,23.6,off
84,22.63,off
78,22.48,off
79,21.9,off
82,23.79,off
80,22.63,off
81,22.92,off
80,21.9,off
82,22.63,off
80,23.6,off
87,21.9,off
77,23.6,off
81,23.6,off
82,23.6,off
77,22.34,off
78,22.63,off
81,23.79,off
80,23.6,off
76,21.9,off
82,22.63,off
83,23.6,off
80,22.63,off
80,22.34,off
79,21.9,off
78,23.6,off
79,22.34,off
79,21.9,off
80,22.48,off
80,22.92,off
78,23.6,off
78,22.48,off
84,23.6,off
82,23.6,off
81,22.77,off
80,22.48,off
76,22.63,off
78,21.9,off
78,22.92,off
76,22.34,off
78,21.76,off
83,22.77,off
76,22.92,off
77,22.92,off
78,22.48,off
84,23.6,off
78,23.5,off
80,21.18,off
80,22.92,off
80,21.9,off
76,22.92,off
79,21.76,off
79,22.92,off
80,23.6,off
81,22.63,off
80,22.48,off
79,23.6,off
82,22.92,off
80,23.6,off
80,23.6,off
81,23.6,off
80,22.92,off
77,22.92,off
77,22.63,off
78,23.6,off
80,22.92,off
76,22.63,off
78,22.92,off
80,22.48,off
82,22.63,off
73,23.64,off
80,22.48,off
77,22.48,off
84,22.92,off
74,22.92,off
79,22.92,off
80,22.92,off
82,22.92,off
76,22.92,off
76,22.34,off
81,23.5,off
84,22.92,off
83,22.63,off
78,23.6,off
77,23.6,off
87,22.63,off
79,23.5,off
79,23.6,off
80,22.63,off
80,23.6,off
81,23.6,off
78,21.76,off
81,23.6,off
81,22.63,off
79,23.6,off
81,21.9,off
80,22.63,off
80,23.6,off
80,23.6,off
76,22.92,off
81,23.6,off
82,23.6,off
77,23.6,off
80,22.34,off
76,22.92,off
77,23.6,off
76,22.19,off
78,23.6,off
78,22.92,off
80,22.48,off
78,22.92,off
79,21.9,off
78,22.34,off
82,23.6,off
77,21.76,off
76,21.9,off
78,22.34,off
81,22.48,off
78,22.34,off
80,22.34,off
78,21.76,off
82,23.79,off
80,22.63,off
79,21.76,off
78,22.34,off
77,22.92,off
79,21.9,off
80,23.6,off
80,22.48,off
80,23.6,off
80,22.92,off
81,22.34,off
76,21.32,off
83,22.63,off
76,21.9,off
76,21.9,off
82,23.79,off
81,23.6,off
80,22.92,off
79,21.9,off
83,22.63,off
79,23.6,off
81,22.48,off
79,22.63,off
82,20.16,off
80,23.6,off
78,22.92,off
81,22.34,off
81,24.8,off
81,24.8,off
82,22.92,off
80,22.92,off
78,23.64,off
79,23.79,off
76,21.9,off
76,20.74,off
78,22.34,off
82,23.64,off
78,23.6,off
78,21.76,off
76,21.47,off
81,23.64,off
77,22.92,off
80,22.34,off
76,22.34,off
81,23.6,off
78,21.76,off
80,22.77,off
82,24.22,off
77,22.63,off
78,23.6,off
81,22.92,off
80,22.92,off
79,22.92,off
79,22.48,off
80,21.9,off
79,22.34,off
80,21.9,off
80,22.48,off
81,21.76,off
80,21.9,off
78,22.34,off
80,22.48,off
78,21.9,off
74,22.48,off
77,22.63,off
77,22.92,off
80,22.92,off
81,22.92,off
81,23.64,off
77,20.74,off
73,23.6,off
80,23.6,off
82,22.34,off
77,21.47,off
78,21.9,off
76,21.9,off
81,23.6,off
78,22.92,off
77,23.6,off
79,21.9,off
83,24.22,off
80,22.48,off
82,22.92,off
82,21.32,off
82,23.6,off
77,22.92,off
79,22.34,off
80,23.6,off
79,22.92,off
83,21.76,off
80,22.92,off
86,23.79,off
77,22.77,off
79,21.9,off
78,21.76,off
77,22.92,off
79,25.38,off
82,22.48,off
76,20.74,off
79,22.92,off
77,22.92,off
81,22.92,off
80,23.6,off
76,21.76,off
78,23.64,off
79,23.6,off
76,21.9,off
78,21.47,off
80,22.92,off
77,21.76,off
77,21.76,off
79,22.92,off
76,22.48,off
79,23.35,off
80,22.34,off
77,21.76,off
82,23.79,off
77,22.34,off
77,21.9,off
82,23.6,off
77,22.63,off
79,21.9,off
82,22.63,off
80,22.34,off
83,21.9,off
77,23.6,off
77,22.92,off
80,23.64,off
79,23.6,off
78,22.48,off
81,22.48,off
78,23.6,off
80,26.98,off
86,23.5,off
76,22.92,off
78,22.34,off
77,21.9,off
80,23.6,off
79,23.6,off
77,23.6,off
77,23.6,off
81,21.9,off
80,23.6,off
80,22.92,off
81,22.92,off
78,23.6,off
84,22.34,off
81,22.63,off
82,24.8,off
77,22.63,off
80,22.34,off
79,23.64,off
83,23.79,off
77,22.92,off
81,21.18,off
82,22.34,off
83,22.48,off
78,21.76,off
78,21.76,off
80,22.77,off
83,22.63,off
80,22.77,off
82,22.34,off
78,23.5,off
82,23.6,off
78,23.6,off
77,22.63,off
80,23.6,off
81,22.63,off
77,23.6,off
78,23.6,off
80,24.8,off
81,22.63,off
80,21.9,off
81,21.9,off
81,23.6,off
81,22.63,off
80,22.48,off
80,22.5,off
78,22.92,off
81,23.64,off
77,23.6,off
77,21.76,off
80,23.6,off
80,23.93,off
76,22.92,off
77,23.6,off
80,21.9,off
80,22.48,off
78,21.32,off
77,21.9,off
79,22.63,off
82,23.5,off
79,22.92,off
78,23.6,off
77,22.48,off
77,22.63,off
82,23.79,off
80,20.45,off
82,23.5,off
82,22.92,off
79,22.92,off
80,22.48,off
80,22.92,off
76,22.92,off
78,22.92,off
80,22.34,off
78,22.63,off
82,23.6,off
79,21.9,off
82,22.92,off
81,22.48,off
80,22.48,off
78,22.34,off
78,22.92,off
77,22.63,off
82,23.6,off
78,23.79,off
78,22.48,off
78,22.34,off
83,21.76,off
77,21.9,off
80,22.63,off
78,21.32,off
77,22.48,off
77,22.92,off
78,22.34,off
76,20.74,off
76,21.9,off
78,22.92,off
76,21.9,off
77,22.92,off
78,22.48,off
78,22.34,off
79,22.77,off
82,22.92,off
82,22.63,off
82,23.6,off
79,21.47,off
78,22.92,off
82,23.6,off
81,22.34,off
81,22.63,off
78,21.9,off
80,23.5,off
77,22.92,off
77,21.76,off
78,22.92,off
81,22.77,off
78,22.5,off
80,23.6,off
77,22.34,off
77,23.6,off
82,22.63,off
79,21.9,off
80,22.92,off
81,21.76,off
74,22.63,off
74,21.76,off
80,23.6,off
82,23.6,off
77,23.6,off
79,21.32,off
77,22.63,off
78,21.76,off
80,21.76,off
88,22.92,off
76,21.9,off
83,23.5,off
80,21.9,off
79,21.61,off
80,21.9,off
82,23.6,off
80,21.76,off
79,23.6,off
77,21.9,off
81,22.63,off
80,21.9,off
83,22.34,off
80,22.48,off
79,22.92,off
79,22.92,off
75,22.48,off
76,21.76,off
81,22.63,off
76,22.92,off
76,22.48,off
80,22.34,off
84,23.64,off
78,22.63,off
80,21.9,off
78,22.34,off
82,22.92,off
80,21.9,off
80,23.6,off
79,21.47,off
78,22.63,off
82,23.6,off
80,21.9,off
82,22.63,off
79,21.76,off
77,23.6,off
82,22.92,off
77,23.6,off
81,22.48,off
78,21.32,off
79,21.18,off
76,22.34,off
83,21.76,off
80,21.61,off
78,24.22,off
78,22.34,off
76,21.9,off
76,21.9,off
80,22.92,off
77,23.5,off
82,21.9,off
78,23.6,off
78,22.34,off
75,21.9,off
81,22.77,off
80,21.18,off
76,22.34,off
84,21.76,off
77,23.6,off
78,21.61,off
80,21.9,off
81,23.6,off
80,22.34,off
80,22.92,off
80,22.48,off
77,21.47,off
75,23.6,off
78,22.5,off
78,23.5,off
77,22.34,off
79,22.63,off
78,22.34,off
78,21.9,off
75,22.63,off
83,22.92,off
80,21.9,off
78,23.6,off
78,25.82,off
81,22.48,off
76,22.34,off
76,22.34,off
79,21.18,off
85,21.76,off
77,21.9,off
81,20.89,off
77,22.63,off
83,21.9,off
78,22.5,off
80,22.48,off
78,22.63,off
82,22.48,off
81,22.63,off
78,21.32,off
81,21.32,off
81,23.6,off
78,23.6,off
80,23.6,off
81,21.9,off
81,21.9,off
82,23.6,off
76,22.63,off
79,22.77,off
83,22.63,off
80,22.34,off
81,22.77,off
79,21.9,off
77,22.34,off
78,22.77,off
80,22.34,off
78,22.92,off
84,22.34,off
78,22.63,off
80,22.34,off
78,22.77,off
81,22.77,off
76,22.34,off
75,22.34,off
80,21.9,off
86,23.6,off
77,21.76,off
78,21.9,off
80,22.34,off
82,23.6,off
79,22.34,off
79,21.18,off
80,21.9,off
78,21.9,off
81,22.92,off
78,21.18,off
80,22.63,off
80,22.34,off
78,21.32,off
76,22.34,off
79,22.63,off
81,21.76,off
77,21.9,off
76,22.48,off
80,22.92,off
81,22.34,off
76,23.64,off
78,23.6,off
79,22.92,off
80,22.48,off
78,22.34,off
77,23.6,off
79,21.9,off
82,23.6,off
80,21.47,off
81,22.63,off
83,21.9,off
77,22.92,off
81,21.76,off
79,22.34,off
79,21.9,off
79,21.9,off
79,22.63,off
80,22.92,off
74,20.74,off
81,22.63,off
78,22.34,off
77,21.76,off
80,21.9,off
80,22.92,off
80,22.63,off
77,24.22,off
78,21.9,off
74,22.92,off
76,22.63,off
74,21.32,off
77,21.9,off
79,23.6,off
81,21.9,off
78,23.79,off
82,22.48,off
77,22.63,off
80,22.92,off
81,22.63,off
78,22.63,off
78,23.6,off
80,21.32,off
80,22.92,off
80,23.79,off
81,22.63,off
82,21.76,off
81,23.6,off
79,23.6,off
77,21.9,off
77,21.9,off
78,21.9,off
80,22.92,off
79,22.48,off
80,24.66,off
78,22.92,off
77,22.77,off
81,21.9,off
76,21.76,off
80,22.92,off
77,21.9,off
76,22.34,off
78,21.18,off
79,22.48,off
80,21.61,off
78,25.24,off
80,22.34,off
80,21.32,off
79,23.6,off
85,21.47,off
80,22.48,off
77,21.32,off
78,22.63,off
78,23.6,off
79,22.34,off
78,21.76,off
79,22.92,off
80,21.9,off
78,22.63,off
80,24.8,off
85,22.48,off
80,22.34,off
80,22.34,off
80,22.92,off
82,22.5,off
80,22.92,off
80,20.6,off
79,22.92,off
78,19,off
78,22.63,off
80,21.76,off
77,22.34,off
78,22.92,off
80,21.9,off
78,23.93,off
80,20.2,off
78,23.79,off
80,22.34,off
75,22.48,off
78,22.63,off
79,23.6,off
77,22.34,off
78,22.92,off
79,21.76,off
77,22.34,off
81,23.6,off
82,22.92,off
75,20.6,off
77,22.92,off
83,23.6,off
78,22.34,off
80,21.9,off
77,21.76,off
83,21.9,off
79,22.48,off
77,21.9,off
78,22.48,off
76,21.47,off
81,21.9,off
76,22.77,off
77,22.77,off
83,22.34,off
82,21.9,off
75,22.34,off
78,22.92,off
81,22.48,off
82,23.6,off
80,22.34,off
80,22.63,off
84,22.48,off
81,22.34,off
78,22.92,off
79,21.47,off
79,23.6,off
83,25.9,off
77,21.9,off
82,22.92,off
78,23.6,off
82,22.92,off
77,22.34,off
78,22.63,off
83,23.6,off
78,22.92,off
80,21.47,off
78,22.63,off
82,23.6,off
78,23.64,off
77,21.76,off
79,22.92,off
83,22.48,off
78,22.63,off
78,21.76,off
76,23.6,off
79,22.48,off
79,22.92,off
77,22.63,off
74,21.9,off
79,22.92,off
81,22.92,off
75,22.48,off
80,21.76,off
86,23.6,off
77,23.5,off
79,22.63,off
80,22.48,off
81,22.34,off
76,21.9,off
81,22.34,off
78,22.63,off
78,23.6,off
81,22.92,off
82,22.92,off
79,23.6,off
80,22.92,off
80,23.6,off
79,22.92,off
80,22.92,off
84,22.92,off
76,21.76,off
81,23.6,off
80,21.18,off
79,22.48,off
78,22.34,off
74,22.92,off
78,20.74,off
80,22.92,off
77,22.48,off
77,23.6,off
79,22.92,off
80,23.6,off
77,22.63,off
78,23.6,off
78,22.92,off
81,22.92,off
78,22.34,off
76,21.3,off
80,22.92,off
81,22.34,off
79,21.76,off
80,18.28,off
76,21.9,off
80,23.6,off
79,21.9,off
77,21.18,off
82,23.79,off
77,22.48,off
83,21.32,off
80,23.6,off
80,22.77,off
82,22.92,off
77,21.9,off
78,23.6,off
80,23.6,off
78,23.6,off
78,23.6,off
82,20.6,off
81,22.34,off
81,22.92,off
75,21.9,off
77,22.63,off
82,20.31,off
83,22.77,off
76,23.6,off
78,22.34,off
76,21.76,off
83,22.63,off
78,22.34,off
77,21.76,off
78,22.63,off
78,22.63,off
76,22.92,off
80,21.76,off
78,21.9,off
80,21.9,off
80,22.34,off
80,22.48,off
78,22.34,off
79,22.77,off
80,22.63,off
78,22.92,off
77,22.92,off
81,22.92,off
77,21.76,off
76,21.76,off
76,21.9,off
81,23.6,off
78,22.92,off
73,21.9,off
80,22.34,off
80,22.92,off
79,22.92,off
79,22.92,off
76,23.6,off
82,22.63,off
79,23.5,off
82,22.92,off
77,22.34,off
81,21.47,off
82,22.92,off
83,22.63,off
79,22.92,off
80,22.48,off
76,22.34,off
78,22.92,off
79,22.34,off
80,22.34,off
80,21.9,off
77,20.74,off
78,22.63,off
82,21.76,off
77,23.6,off
78,22.34,off
78,22.48,off
78,21.9,off
80,23.5,off
77,21.9,off
76,21.9,off
83,22.34,off
78,23.6,off
80,23.6,off
78,22.92,off
82,22.34,off
77,21.76,off
81,22.77,off
79,21.76,off
81,22.92,off
79,21.18,off
81,21.32,off
81,23.6,off
82,23.6,off
80,22.48,off
80,21.9,off
78,23.6,off
82,23.79,off
80,22.48,off
82,22.63,off
77,24.22,off
80,24.22,off
79,22.92,off
77,23.6,off
78,23.64,off
77,22.34,off
77,22.92,off
78,23.79,off
76,21.32,off
73,22.19,off
80,21.9,off
78,22.48,off
78,22.77,off
80,22.63,off
78,22.34,off
76,21.76,off
81,22.34,off
78,22.48,off
79,21.9,off
82,22.63,off
77,21.9,off
80,22.92,off
77,21.9,off
79,21.47,off
79,23.6,off
82,22.92,off
79,22.5,off
78,22.48,off
76,24.8,off
80,22.34,off
77,23.64,off
82,20.74,off
76,22.48,off
80,22.63,off
78,22.92,off
78,22.77,off
80,21.9,off
77,21.76,off
77,22.48,off
76,22.48,off
78,21.61,off
77,21.9,off
80,20.89,off
81,22.34,off
82,21.9,off
79,21.9,off
81,23.6,off
77,21.9,off
79,23.6,off
82,21.9,off
81,22.63,off
78,21.76,off
77,22.92,off
82,23.6,off
77,23.6,off
76,21.9,off
78,22.63,off
79,22.34,off
77,21.9,off
77,22.92,off
76,22.34,off
76,23.93,off
78,22.5,off
79,22.48,off
76,22.48,off
88,23.5,off
78,21.9,off
80,22.92,off
81,21.9,off
80,22.34,off
79,22.63,off
79,22.34,off
79,23.6,off
81,22.34,off
81,22.63,off
79,23.6,off
79,22.34,off
81,23.6,off
82,22.34,off
79,22.34,off
80,23.79,off
82,23.6,off
80,21.9,off
78,22.34,off
79,22.92,off
80,21.9,off
72,21.18,off
77,23.6,off
77,22.34,off
81,22.34,off
76,20.6,off
76,22.48,off
77,21.9,off
82,23.64,off
78,22.92,off
77,22.34,off
81,22.63,off
78,22.48,off
77,22.63,off
77,22.92,off
78,23.6,off
77,21.9,off
78,22.63,off
82,21.9,off
81,22.34,off
80,23.6,off
80,25.82,off
82,22.34,off
80,21.47,off
80,22.48,off
77,22.63,off
80,21.47,off
