,  35 .  10 
1977 ,  35 .  82 
1975 ,  35 .  68 
1977 ,  35 .  39 
1978 ,  35 .  68 
1978 ,  36 .  26 
1979 ,  35 .  82 
1976 ,  36 .  40 
1976 ,  35 .  68 
1976 ,  34 .  81 
1977 ,  35 .  10 
1976 ,  35 .  82 
1977 ,  35 .  68 
1973 ,  35 .  82 
1976 ,  36 .  55 
1976 ,  35 .  82 
1976 ,  36 .  26 
1976 ,  35 .  68 
1977 ,  35 .  39 
1975 ,  35 .  82 
1976 ,  35 .  82 
1975 ,  34 .  81 
1976 ,  36 .  26 
1975 ,  35 .  82 
1976 ,  34 .  81 
1978 ,  35 .  10 
1978 ,  36 .  84 
1977 ,  35 .  10 
1976 ,  34 .  52 
1978 ,  35 .  82 
1976 ,  35 .  82 
1976 ,  35 .  82 
1977 ,  35 .  39 
1976 ,  36 .  26 
1978 ,  36 .  26 
1976 ,  35 .  68 
1979 ,  35 .  68 
1978 ,  35 .  68 
1977 ,  35 .  68 
1976 ,  35 .  82 
1976 ,  36 .  40 
1975 ,  37 .  56 
1975 ,  35 .  68 
1977 ,  35 .  68 
1977 ,  35 .  10 
1975 ,  33 .  50 
1976 ,  34 .  23 
1975 ,  35 .  68 
1975 ,  36 .  26 
1977 ,  35 .  68 
1979 ,  35 .  82 
1978 ,  34 .  23 
1978 ,  34 .  81 
1976 ,  35 .  82 
1976 ,  35 .  68 
1975 ,  34 .  52 
1976 ,  34 .  81 
1978 ,  35 .  39 
1978 ,  36 .  55 
1976 ,  35 .  82 
1978 ,  34 .  81 
1977 ,  34 .  81 
1978 ,  36 .  26 
1974 ,  36 .  26 
1977 ,  35 .  24 
1976 ,  35 .  39 
1977 ,  35 .  39 
1975 ,  35 .  82 
1979 ,  36 .  26 
1979 ,  35 .  10 
1978 ,  35 .  24 
1976 ,  35 .  39 
1976 ,  35 .  39 
1979 ,  35 .  10 
1975 ,  35 .  82 
1979 ,  35 .  82 
1978 ,  35 .  68 
1978 ,  35 .  39 
1976 ,  36 .  84 
1976 ,  36 .  26 
1975 ,  35 .  10 
1978 ,  34 .  81 
1977 ,  35 .  68 
1977 ,  35 .  68 
1977 ,  35 .  24 
1976 ,  35 .  82 
1976 ,  36 .  26 
1976 ,  35 .  39 
1976 ,  34 .  81 
1978 ,  36 .  26 
1978 ,  35 .  82 
1976 ,  35 .  10 
1977 ,  35 .  10 
1976 ,  35 .  10 
1976 ,  35 .  82 
1975 ,  35 .  53 
1981 ,  35 .  10 
1979 ,  35 .  10 
1978 ,  35 .  68 
1977 ,  35 .  82 
1981 ,  35 .  82 
1980 ,  35 .  24 
1979 ,  35 .  68 
1977 ,  35 .  10 
1980 ,  34 .  66 
1980 ,  35 .  82 
1981 ,  35 .  82 
1979 ,  35 .  10 
1986 ,  36 .  26 
1976 ,  35 .  82 
1981 ,  35 .  82 
1979 ,  37 .  56 
1978 ,  36 .  26 
1980 ,  35 .  68 
1981 ,  35 .  39 
1981 ,  35 .  39 
1980 ,  35 .  82 
1978 ,  35 .  82 
1984 ,  35 .  24 
1980 ,  35 .  82 
1983 ,  35 .  82 
1986 ,  36 .  26 
1983 ,  35 .  82 
1981 ,  35 .  68 
1981 ,  34 .  52 
1985 ,  35 .  82 
1982 ,  35 .  82 
1982 ,  35 .  10 
1984 ,  35 .  10 
1984 ,  35 .  68 
1981 ,  35 .  53 
1982 ,  38 .  58 
1986 ,  36 .  26 
1984 ,  35 .  82 
1983 ,  33 .  50 
1981 ,  35 .  82 
1983 ,  35 .  68 
1984 ,  35 .  39 
1984 ,  36 .  26 
1984 ,  34 .  81 
1983 ,  35 .  68 
1984 ,  35 .  39 
1984 ,  35 .  82 
1976 ,  35 .  82 
1984 ,  35 .  82 
1984 ,  35 .  68 
1984 ,  36 .  55 
1983 ,  37 .  27 
1984 ,  35 .  82 
1984 ,  36 .  40 
1985 ,  35 .  68 
1983 ,  36 .  84 
1981 ,  35 .  82 
1981 ,  35 .  82 
1985 ,  36 .  84 
1982 ,  36 .  55 
1984 ,  36 .  55 
1982 ,  36 .  84 
1984 ,  36 .  26 
1984 ,  35 .  82 
1981 ,  35 .  68 
1985 ,  35 .  82 
1984 ,  36 .  40 
1983 ,  34 .  66 
1985 ,  36 .  84 
1986 ,  34 .  52 
1986 ,  36 .  55 
1984 ,  35 .  97 
1986 ,  36 .  26 
1982 ,  33 .  50 
1986 ,  34 .  95 
1985 ,  35 .  10 
1986 ,  35 .  10 
1985 ,  34 .  81 
1988 ,  35 .  68 
1986 ,  36 .  98 
1987 ,  34 .  81 
1990 ,  35 .  68 
1986 ,  35 .  68 
1990 ,  36 .  98 
1988 ,  34 .   8 
1989 ,  34 .  52 
1989 ,  35 .  68 
1988 ,  35 .  68 
1989 ,  35 .  10 
1991 ,  35 .  39 
1991 ,  36 .  55 
1991 ,  36 .  55 
1991 ,  35 .  68 
1992 ,  35 .  68 
1993 ,  36 .  55 
1993 ,  35 .  10 
1991 ,  35 .  53 
1994 ,  35 .  97 
1994 ,  36 .  40 
1992 ,  36 .  40 
1994 ,  36 .  40 
1995 ,  36 .  40 
1996 ,  36 .  84 
1993 ,  36 .  98 
1993 ,  35 .  68 
1995 ,  35 .  68 
1995 ,  35 .  82 
1994 ,  35 .  68 
1994 ,  36 .  55 
1994 ,  36 .  40 
1994 ,  35 .  39 
1992 ,  35 .  97 
1992 ,  35 .  97 
1992 ,  35 .  24 
1992 ,  35 .  82 
1994 ,  35 .  68 
1994 ,  36 .  26 
1994 ,  37 .  56 
1992 ,  36 .  26 
1991 ,  35 .  53 
1993 ,  35 .  53 
1991 ,  35 .  68 
1991 ,  36 .  98 
1992 ,  36 .  40 
1990 ,  35 .  82 
1989 ,  35 .  82 
1990 ,  36 .  84 
1989 ,  35 .  82 
1990 ,  36 .  40 
1990 ,  35 .  82 
1990 ,  36 .  98 
1988 ,  35 .  82 
1988 ,  36 .  55 
1991 ,  34 .  23 
1989 ,  35 .  82 
1987 ,  36 .  84 
1986 ,  35 .  68 
1987 ,  35 .  82 
1989 ,  36 .  98 
1989 ,  36 .  55 
1988 ,  36 .  84 
1987 ,  35 .  82 
1988 ,  35 .  68 
1987 ,  35 .  82 
1997 ,  35 .  82 
1985 ,  35 .  82 
1985 ,  35 .  82 
1987 ,  35 .  39 
1990 ,  35 .  68 
1990 ,  35 .  39 
1987 ,  36 .  55 
1987 ,  36 .  55 
1990 ,  36 .  84 
1986 ,  36 .  26 
1986 ,  35 .  82 
1985 ,  35 .  82 
1989 ,  36 .  26 
1986 ,  36 .  26 
1987 ,  35 .  68 
1988 ,  36 .  26 
1988 ,  35 .  39 
1985 ,  36 .  26 
1987 ,  36 .  40 
1985 ,  35 .  82 
1986 ,  36 .  26 
1986 ,  36 .  26 
1987 ,  36 .  40 
1986 ,  36 .  84 
1985 ,  35 .  82 
1985 ,  35 .  39 
1986 ,  35 .  82 
1985 ,  36 .  84 
1990 ,  36 .  55 
1987 ,  36 .  84 
1987 ,  36 .  98 
1985 ,  35 .  82 
1986 ,  36 .  55 
1987 ,  36 .  26 
1986 ,  36 .  84 
1987 ,  35 .  68 
1988 ,  36 .  26 
1988 ,  35 .  82 
1988 ,  36 .  55 
1986 ,  36 .  40 
1987 ,  36 .  84 
1986 ,  36 .  84 
1990 ,  36 .  55 
1986 ,  36 .  26 
1988 ,  36 .  98 
1987 ,  35 .  82 
1987 ,  36 .  40 
1987 ,  35 .  82 
1988 ,  36 .  84 
1992 ,  35 .  82 
1987 ,  36 .  69 
1987 ,  35 .  10 
1987 ,  35 .  68 
1989 ,  34 .  81 
1989 ,  36 .  84 
1987 ,  36 .  55 
1986 ,  35 .  68 
1987 ,  35 .  39 
1987 ,  36 .  84 
1990 ,  35 .  82 
1989 ,  34 .  66 
1986 ,  34 .  81 
1988 ,  34 .  95 
1990 ,  36 .  40 
1988 ,  35 .  10 
1990 ,  35 .  68 
1990 ,  36 .  84 
1988 ,  35 .  68 
1988 ,  35 .  10 
1988 ,  35 .  68 
1991 ,  35 .  82 
1988 ,  35 .  82 
1987 ,  35 .  82 
1988 ,  36 .  26 
1990 ,  36 .  84 
1986 ,  36 .  26 
1987 ,  34 .  37 
1988 ,  35 .  10 
1986 ,  36 .  55 
1984 ,  35 .  82 
1988 ,  35 .  39 
1986 ,  35 .  53 
1985 ,  35 .  68 
1986 ,  35 .  39 
1985 ,  36 .  40 
1987 ,  35 .  82 
1992 ,  37 .  71 
1987 ,  35 .  82 
1985 ,  36 .  26 
1987 ,  35 .  82 
1995 ,  36 .  26 
1987 ,  36 .  26 
1988 ,  35 .  68 
1988 ,  36 .  40 
1986 ,  35 .  82 
1987 ,  35 .  68 
1987 ,  36 .  84 
1986 ,  35 .  10 
1987 ,  35 .  24 
1986 ,  36 .  55 
1986 ,  35 .  39 
1987 ,  35 .  97 
1988 ,  35 .  82 
1984 ,  36 .  40 
1986 ,  36 .  40 
1984 ,  35 .  82 
1984 ,  35 .  68 
1986 ,  35 .  82 
1988 ,  36 .  26 
1987 ,  36 .  55 
1986 ,  36 .  84 
1986 ,  35 .  82 
1988 ,  35 .  68 
1987 ,  34 .  81 
1985 ,  35 .  82 
1986 ,  35 .  82 
1986 ,  36 .  40 
1988 ,  36 .  26 
1988 ,  35 .  10 
1985 ,  36 .  26 
1985 ,  38 .   0 
1989 ,  35 .  10 
1987 ,  36 .  26 
1986 ,  36 .  98 
1985 ,  36 .  26 
1985 ,  36 .  69 
1986 ,  35 .  82 
1988 ,  35 .  68 
1987 ,  36 .  55 
1987 ,  35 .  82 
1986 ,  36 .  26 
1986 ,  35 .  82 
1985 ,  36 .  26 
1984 ,  36 .  84 
1985 ,  36 .  26 
1986 ,  36 .  55 
1986 ,  35 .  39 
1986 ,  36 .  84 
1986 ,  34 .   8 
1984 ,  35 .  82 
1988 ,  35 .  82 
1986 ,  36 .  98 
1985 ,  36 .  26 
1985 ,  36 .  55 
1978 ,  35 .  53 
1985 ,  36 .  55 
1985 ,  34 .  81 
1987 ,  36 .  40 
1987 ,  36 .  84 
1987 ,  35 .  82 
1987 ,  34 .  81 
1992 ,  36 .  55 
1983 ,  36 .  84 
1987 ,  35 .  82 
1987 ,  35 .  82 
1985 ,  36 .  40 
1986 ,  36 .  26 
1988 ,  36 .  55 
1988 ,  35 .  10 
1986 ,  36 .  26 
1986 ,  36 .  98 
1985 ,  36 .  40 
1985 ,  33 .  21 
1984 ,  35 .  82 
1987 ,  36 .  98 
1986 ,  38 .  72 
1982 ,  35 .  24 
1988 ,  35 .  82 
1985 ,  35 .  39 
1986 ,  35 .  82 
1986 ,  35 .  39 
1986 ,  36 .  55 
1986 ,  36 .  98 
1985 ,  34 .  81 
1988 ,  35 .  39 
1985 ,  36 .  55 
1985 ,  34 .  81 
1984 ,  35 .  10 
1987 ,  35 .  10 
1987 ,  36 .  26 
1985 ,  35 .  68 
1985 ,  34 .  81 
1986 ,  35 .  68 
1985 ,  35 .  68 
1987 ,  35 .  39 
1987 ,  35 .  39 
1985 ,  35 .  68 
1985 ,  36 .  55 
1987 ,  36 .  84 
1988 ,  35 .  82 
1988 ,  34 .   8 
1986 ,  35 .  24 
1987 ,  35 .  68 
1987 ,  35 .  39 
1986 ,  36 .  55 
1986 ,  36 .  26 
1987 ,  35 .  82 
1985 ,  35 .  24 
1985 ,  35 .  82 
1986 ,  35 .  68 
1986 ,  36 .  84 
1986 ,  35 .  82 
1985 ,  35 .  68 
1985 ,  35 .  82 
1987 ,  35 .  68 
1985 ,  35 .  68 
1985 ,  35 .  53 
1984 ,  35 .  39 
1985 ,  35 .  10 
1985 ,  35 .  68 
1985 ,  34 .  52 
1985 ,  36 .  84 
1988 ,  35 .  82 
1986 ,  36 .  40 
1986 ,  35 .  68 
1986 ,  35 .  82 
1985 ,  35 .  82 
1985 ,  35 .  10 
1988 ,  35 .  68 
1986 ,  35 .  82 
1984 ,  36 .  26 
1986 ,  36 .  26 
1985 ,  35 .  24 
1984 ,  38 .  14 
1985 ,  36 .  26 
1985 ,  35 .  82 
1983 ,  36 .  26 
1987 ,  36 .  84 
1987 ,  35 .  82 
1984 ,  35 .  82 
1985 ,  35 .  82 
1984 ,  36 .  84 
1986 ,  36 .  26 
1985 ,  35 .  82 
1985 ,  36 .  84 
1984 ,  35 .  82 
1986 ,  36 .  98 
1985 ,  35 .  10 
1986 ,  36 .  26 
1986 ,  36 .  55 
1980 ,  35 .  24 
1990 ,  35 .  39 
1986 ,  36 .  26 
1985 ,  36 .  84 
1985 ,  35 .  82 
1986 ,  35 .  39 
1987 ,  35 .  53 
1982 ,  36 .  26 
1990 ,  35 .  82 
1985 ,  36 .  40 
1986 ,  36 .  84 
1985 ,  35 .  82 
1985 ,  35 .  82 
1984 ,  36 .  55 
1985 ,  36 .  84 
1984 ,  36 .  55 
1986 ,  36 .  55 
1982 ,  35 .  82 
1986 ,  36 .  26 
1983 ,  35 .  82 
1984 ,  35 .  39 
1984 ,  35 .  82 
1984 ,  37 .  71 
1984 ,  36 .  98 
1984 ,  36 .  55 
1985 ,  35 .  68 
1984 ,  35 .  82 
1986 ,  36 .  40 
1984 ,  35 .  82 
1986 ,  35 .  10 
1987 ,  35 .  68 
1984 ,  35 .  53 
1986 ,  35 .  97 
1986 ,  36 .  40 
1984 ,  35 .  68 
1984 ,  36 .  84 
1984 ,  36 .  26 
1985 ,  35 .  82 
1989 ,  35 .  68 
1995 ,  36 .  55 
1985 ,  36 .  26 
1986 ,  36 .  55 
1987 ,  36 .  55 
1984 ,  36 .  55 
1986 ,  35 .  82 
1986 ,  36 .  84 
1984 ,  37 .  71 
1985 ,  35 .  82 
1987 ,  35 .  10 
1984 ,  36 .  26 
1986 ,  35 .  82 
1984 ,  36 .  98 
1985 ,  38 .  14 
1985 ,  34 .  81 
1987 ,  35 .  82 
1984 ,  35 .  68 
1986 ,  35 .  10 
1984 ,  35 .  10 
1987 ,  35 .  24 
1983 ,  36 .  26 
1985 ,  35 .  68 
1984 ,  34 .  81 
1985 ,  35 .  10 
1986 ,  35 .  82 
1984 ,  35 .  24 
1985 ,  35 .  39 
1985 ,  34 .  81 
1984 ,  36 .  40 
1986 ,  35 .  24 
1986 ,  35 .  68 
1987 ,  35 .  10 
1985 ,  35 .  53 
1985 ,  35 .  68 
1985 ,  35 .  39 
1986 ,  35 .  10 
1985 ,  36 .  26 
1986 ,  35 .  82 
1986 ,  36 .  26 
1985 ,  35 .  82 
1986 ,  36 .  26 
1983 ,  36 .  26 
1986 ,  34 .  81 
1984 ,  35 .  82 
1984 ,  36 .  40 
1985 ,  36 .  26 
1985 ,  34 .  81 
1986 ,  35 .  82 
1984 ,  35 .  82 
1984 ,  35 .  82 
1985 ,  36 .  55 
1986 ,  36 .  26 
1987 ,  36 .  84 
1986 ,  36 .  26 
1984 ,  35 .  68 
1985 ,  35 .  82 
1983 ,  36 .  40 
1985 ,  36 .  26 
1986 ,  36 .  55 
1985 ,  35 .  68 
1983 ,  35 .  82 
1984 ,  36 .  55 
1986 ,  36 .  55 
1986 ,  36 .  84 
1986 ,  36 .  84 
1983 ,  36 .  26 
1985 ,  35 .  82 
1986 ,  36 .  55 
1984 ,  35 .  68 
1983 ,  35 .  82 
1984 ,  35 .  82 
1986 ,  35 .  82 
1985 ,  35 .  68 
1985 ,  36 .  98 
1985 ,  36 .  26 
1982 ,  36 .  98 
1982 ,  36 .  40 
1985 ,  36 .  84 
1985 ,  35 .  82 
1987 ,  36 .  26 
1986 ,  36 .  98 
1985 ,  35 .  68 
1983 ,  35 .  82 
1983 ,  35 .  82 
1988 ,  36 .  55 
1985 ,  36 .  55 
1987 ,  36 .  11 
1985 ,  36 .  26 
1986 ,  36 .  26 
1986 ,  36 .  26 
1987 ,  36 .  84 
1984 ,  36 .  40 
1985 ,  35 .  68 
1984 ,  36 .  69 
1986 ,  36 .  26 
1985 ,  36 .  26 
1984 ,  36 .  98 
1985 ,  36 .  26 
1988 ,  36 .  40 
1984 ,  36 .  26 
1981 ,  36 .  55 
1984 ,  36 .  26 
1986 ,  36 .  26 
1984 ,  36 .  26 
1982 ,  36 .  84 
1986 ,  36 .  84 
1984 ,  36 .  84 
1986 ,  36 .  55 
1983 ,  36 .  98 
1984 ,  36 .  98 
1985 ,  36 .  84 
1986 ,  36 .  98 
1983 ,  36 .  98 
1985 ,  35 .  82 
1987 ,  35 .  68 
1986 ,  36 .  98 
1984 ,  35 .  82 
1983 ,  36 .  55 
1984 ,  35 .  82 
1986 ,  36 .  26 
1986 ,  36 .  84 
1987 ,  35 .  24 
1984 ,  35 .  82 
1984 ,  35 .  82 
1987 ,  36 .  26 
1984 ,  35 .  68 
1984 ,  35 .  68 
1986 ,  38 .  14 
1982 ,  36 .  84 
1984 ,  35 .  82 
1984 ,  35 .  10 
1984 ,  36 .  40 
1983 ,  36 .  40 
1984 ,  35 .  82 
1984 ,  34 .  23 
1984 ,  33 .  50 
1983 ,  36 .  26 
1984 ,  34 .  81 
1983 ,  35 .  10 
1983 ,  34 .  81 
1984 ,  36 .  55 
1985 ,  35 .  68 
1983 ,  34 .  52 
1983 ,  35 .  68 
1986 ,  36 .  84 
1986 ,  35 .  10 
1983 ,  35 .  68 
1982 ,  34 .  52 
1982 ,  36 .  84 
1984 ,  34 .  95 
1984 ,  35 .  82 
1985 ,  35 .  39 
1983 ,  35 .  82 
1986 ,  35 .  24 
1984 ,  35 .  82 
1982 ,  35 .  82 
1981 ,  36 .  84 
1986 ,  35 .  82 
1986 ,  35 .  82 
1985 ,  35 .  82 
1983 ,  35 .  68 
1984 ,  35 .  82 
1984 ,  35 .  39 
1984 ,  35 .  82 
1984 ,  36 .  55 
1986 ,  36 .  98 
1981 ,  35 .  82 
1984 ,  35 .  53 
1984 ,  35 .  82 
1984 ,  35 .  68 
1986 ,  36 .  26 
1984 ,  36 .  40 
1982 ,  36 .  40 
1986 ,  35 .  82 
1984 ,  35 .  82 
1984 ,  35 .  82 
1981 ,  34 .  81 
1984 ,  36 .  40 
1984 ,  36 .  26 
1984 ,  34 .   8 
1984 ,  35 .  39 
1984 ,  36 .  40 
1986 ,  36 .  40 
1984 ,  36 .  55 
1984 ,  35 .  68 
1985 ,  35 .  82 
1987 ,  35 .  82 
1984 ,  36 .  26 
1985 ,  36 .  11 
1984 ,  35 .  39 
1984 ,  36 .  55 
1985 ,  35 .  82 
1984 ,  35 .  82 
1984 ,  36 .  84 
1978 ,  35 .  68 
1986 ,  36 .  55 
1986 ,  36 .  98 
1980 ,  35 .  82 
1983 ,  34 .  66 
1984 ,  34 .  95 
1984 ,  36 .  84 
1986 ,  36 .  98 
1984 ,  36 .  26 
1974 ,  36 .  69 
1983 ,  35 .  39 
1987 ,  36 .  26 
1986 ,  36 .  40 
1985 ,  35 .  53 
1982 ,  35 .  82 
1985 ,  36 .  26 
1984 ,  35 .  82 
1984 ,  36 .  55 
1981 ,  35 .  82 
1985 ,  35 .  82 
1984 ,  36 .  26 
1982 ,  36 .  40 
1980 ,  36 .  84 
1984 ,  36 .  40 
1982 ,  35 .  82 
1984 ,  35 .  82 
1983 ,  36 .  98 
1984 ,  36 .  84 
1984 ,  36 .  40 
1983 ,  36 .  40 
1984 ,  36 .  84 
1981 ,  35 .  82 
1984 ,  36 .  98 
1982 ,  36 .  40 
1984 ,  36 .  40 
1984 ,  36 .  98 
1984 ,  35 .  82 
1984 ,  36 .  98 
1984 ,  36 .  98 
1984 ,  35 .  82 
1983 ,  36 .  84 
1986 ,  36 .  69 
1984 ,  36 .  98 
1984 ,  36 .  26 
1984 ,  36 .  26 
1983 ,  35 .  82 
1980 ,  36 .  84 
1985 ,  35 .  24 
1984 ,  35 .  53 
1985 ,  36 .  26 
1982 ,  36 .  55 
1984 ,  36 .  55 
1986 ,  36 .  55 
1984 ,  36 .  98 
1983 ,  36 .  55 
1984 ,  38 .  14 
1982 ,  35 .  82 
1984 ,  35 .  10 
1984 ,  36 .  55 
1984 ,  36 .  26 
1984 ,  35 .  68 
1984 ,  37 .  42 
1981 ,  36 .  98 
1984 ,  35 .  10 
1984 ,  35 .  10 
1984 ,  36 .  26 
1984 ,  36 .  40 
1983 ,  34 .  66 
1984 ,  35 .  68 
1982 ,  35 .  68 
1982 ,  35 .  82 
1984 ,  35 .  39 
1984 ,  35 .  53 
1984 ,  35 .  10 
1985 ,  35 .  82 
1984 ,  35 .  97 
1985 ,  35 .  82 
1983 ,  35 .  68 
1985 ,  36 .  98 
1984 ,  35 .  39 
1984 ,  35 .  82 
1982 ,  36 .  55 
1986 ,  36 .  84 
1984 ,  35 .  82 
1985 ,  35 .  82 
1985 ,  35 .  53 
1979 ,  36 .  26 
1986 ,  36 .  84 
1984 ,  36 .  26 
1983 ,  35 .  82 
1985 ,  35 .  53 
1982 ,  35 .  82 
1984 ,  35 .  68 
1984 ,  36 .  26 
1986 ,  36 .  84 
1984 ,  35 .  82 
1984 ,  35 .  68 
1984 ,  35 .  82 
1981 ,  36 .  84 
1983 ,  36 .  26 
1984 ,  36 .  40 
1984 ,  35 .  68 
1983 ,  35 .  68 
1985 ,  36 .  26 
1982 ,  35 .  82 
1984 ,  36 .  40 
1982 ,  35 .  53 
1985 ,  35 .  82 
1986 ,  37 .  71 
1982 ,  36 .  40 
1986 ,  36 .  40 
1983 ,  36 .  40 
1984 ,  36 .  40 
1985 ,  36 .  26 
1983 ,  36 .  55 
1985 ,  35 .  82 
1982 ,  35 .  82 
1980 ,  36 .  55 
1983 ,  35 .  82 
1984 ,  36 .  55 
1984 ,  36 .  55 
1976 ,  36 .  98 
1977 ,  35 .  82 
1984 ,  35 .  82 
1982 ,  36 .  26 
1986 ,  36 .  84 
1983 ,  36 .  40 
1986 ,  36 .  40 
1984 ,  35 .  68 
1984 ,  36 .  84 
1981 ,  35 .  53 
1977 ,  36 .  26 
1981 ,  35 .  82 
1986 ,  36 .  98 
1983 ,  36 .  69 
1985 ,  36 .  40 
1985 ,  36 .  84 
1984 ,  36 .  26 
1982 ,  36 .  55 
1983 ,  36 .  84 
1984 ,  36 .  84 
1984 ,  36 .  40 
1983 ,  36 .  98 
1982 ,  35 .  82 
1982 ,  35 .  68 
1981 ,  35 .  82 
1983 ,  36 .  84 
1984 ,  37 .  56 
1983 ,  36 .  40 
1984 ,  36 .  26 
1981 ,  35 .  68 
1984 ,  35 .  24 
1981 ,  36 .  55 
1984 ,  36 .  98 
1982 ,  35 .  82 
1983 ,  36 .  84 
1983 ,  36 .  40 
1983 ,  36 .  84 
1982 ,  36 .  98 
1986 ,  36 .  84 
1981 ,  36 .  40 
1983 ,  36 .  84 
1986 ,  35 .  39 
1982 ,  36 .  84 
1983 ,  36 .  84 
1984 ,  36 .  84 
1982 ,  35 .  82 
1984 ,  36 .  26 
1981 ,  35 .  39 
1981 ,  35 .  82 
1985 ,  36 .  98 
1986 ,  36 .  40 
1986 ,  36 .  40 
1983 ,  36 .  40 
1982 ,  36 .  98 
1982 ,  35 .  82 
1983 ,  37 .  42 
1981 ,  37 .  56 
1985 ,  34 .  81 
1984 ,  36 .  40 
1984 ,  35 .  82 
1983 ,  36 .  69 
1981 ,  35 .  82 
1983 ,  36 .  26 
1981 ,  35 .  39 
1983 ,  34 .  81 
1984 ,  35 .  24 
1981 ,  34 .  95 
1983 ,  35 .  39 
1983 ,  35 .  10 
1984 ,  36 .  26 
1982 ,  36 .  26 
1984 ,  35 .  68 
1983 ,  35 .  24 
1983 ,  35 .  82 
1984 ,  35 .  68 
1983 ,  36 .  55 
1983 ,  35 .  39 
1984 ,  35 .  68 
1982 ,  35 .  68 
1985 ,  36 .  40 
1983 ,  35 .  82 
1982 ,  35 .  10 
1986 ,  36 .  55 
1984 ,  36 .  55 
1984 ,  36 .  55 
1983 ,  35 .  39 
1984 ,  36 .  26 
1983 ,  36 .  26 
1982 ,  35 .  82 
1981 ,  35 .  24 
1982 ,  36 .  98 
1983 ,  35 .  82 
1980 ,  36 .  84 
1983 ,  35 .  82 
1984 ,  36 .  55 
1984 ,  36 .  26 
1984 ,  36 .  26 
1984 ,  35 .  68 
1981 ,  36 .  26 
1984 ,  35 .  82 
1984 ,  36 .  55 
1983 ,  35 .  10 
1982 ,  36 .  26 
1982 ,  36 .  98 
1981 ,  36 .  40 
1982 ,  35 .  68 
1981 ,  35 .  82 
1983 ,  35 .  68 
1982 ,  36 .  40 
1982 ,  35 .  82 
1985 ,  35 .  82 
1983 ,  36 .  55 
1983 ,  36 .  55 
1984 ,  36 .  26 
1986 ,  36 .  26 
1981 ,  36 .  69 
1982 ,  35 .  82 
1982 ,  34 .  81 
1983 ,  37 .  71 
1983 ,  36 .  84 
1981 ,  36 .  26 
1983 ,  36 .  40 
1981 ,  36 .  55 
1981 ,  35 .  39 
1981 ,  35 .  53 
1981 ,  34 .  95 
1986 ,  36 .  98 
1983 ,  36 .  84 
1983 ,  36 .  26 
1985 ,  36 .  55 
2007 ,  36 .  26 
1992 ,  35 .  97 
1980 ,  36 .  40 
1983 ,  36 .  84 
1981 ,  36 .  69 
1983 ,  36 .  26 
1985 ,  36 .  69 
1983 ,  35 .  24 
1983 ,  36 .  98 
1981 ,  36 .  40 
1984 ,  35 .  82 
1984 ,  35 .  97 
1983 ,  36 .  55 
1982 ,  36 .  11 
1981 ,  36 .  26 
1983 ,  36 .  84 
1982 ,  36 .  40 
1982 ,  36 .  84 
1982 ,  35 .  68 
1980 ,  35 .  82 
1981 ,  36 .  69 
1980 ,  35 .  82 
1981 ,  35 .  68 
1983 ,  35 .  10 
1982 ,  36 .  84 
1983 ,  36 .  98 
1983 ,  36 .  98 
1983 ,  36 .  26 
1983 ,  36 .  98 
1981 ,  36 .  98 
1983 ,  36 .  84 
1986 ,  36 .  26 
1983 ,  36 .  40 
1983 ,  36 .  98 
1983 ,  35 .  82 
1984 ,  36 .  55 
1984 ,  35 .  82 
1983 ,  36 .  98 
1983 ,  36 .  84 
1992 ,  36 .  98 
1983 ,  36 .  98 
1983 ,  36 .  40 
1982 ,  36 .  40 
1982 ,  35 .  82 
1983 ,  36 .  26 
1981 ,  36 .  55 
1983 ,  38 .  58 
1981 ,  36 .  26 
1983 ,  35 .  39 
1982 ,  35 .  82 
1984 ,  36 .  98 
1982 ,  35 .  53 
1982 ,  36 .  69 
1983 ,  36 .  84 
1983 ,  37 .  71 
1982 ,  36 .  40 
1984 ,  35 .  24 
1983 ,  35 .  10 
1981 ,  35 .  39 
1981 ,  35 .  39 
1985 ,  34 .  81 
1985 ,  35 .  68 
1984 ,  35 .  82 
1980 ,  35 .  68 
1982 ,  34 .  81 
1983 ,  35 .  39 
1983 ,  35 .  68 
1982 ,  35 .  82 
1983 ,  36 .  55 
1984 ,  35 .  82 
1984 ,  35 .  97 
1982 ,  36 .  84 
1982 ,  35 .  68 
1983 ,  35 .  82 
1983 ,  35 .  82 
1984 ,  36 .  26 
1983 ,  36 .  55 
1982 ,  36 .  55 
1982 ,  36 .  55 
1983 ,  36 .  26 
1983 ,  36 .  40 
1983 ,  36 .  26 
1981 ,  35 .  24 
1982 ,  36 .  98 
1982 ,  35 .  82 
1981 ,  35 .  39 
1983 ,  35 .  82 
1983 ,  35 .  10 
1983 ,  35 .  82 
1985 ,  36 .  26 
1982 ,  36 .  84 
1983 ,  35 .  68 
1984 ,  36 .  40 
1983 ,  35 .  68 
1983 ,  36 .  40 
1983 ,  36 .  84 
1982 ,  35 .  82 
1984 ,  36 .  26 
1985 ,  36 .  55 
1983 ,  35 .  82 
1982 ,  36 .  98 
1981 ,  35 .  82 
1981 ,  35 .  82 
1983 ,  35 .  82 
1983 ,  36 .  98 
1982 ,  36 .  40 
1984 ,  35 .  82 
1981 ,  35 .  82 
1989 ,  35 .  97 
1986 ,  35 .  97 
1983 ,  36 .  40 
1984 ,  35 .  10 
1984 ,  36 .  98 
